effect,est,se,t
(Intercept),-0.00330892134435,0.004239942911,-0.78041648527
saccLatCen1,-5.62204625178e-05,4.167083554e-05,-1.34915611336
stim_typeobject,-0.0252673620772,0.0154692212443,-1.633395869
saccLatCen1:stim_typeobject,-0.000257106809301,4.11896526194e-05,-6.2420242209
