_dummy,_prepare,_run,acc,accuracy,aspectRatio,auto_log,average_response_time,avg_rt,background,bidi,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,correct,correct__boks,correct_boks,correct_continue_after_feedback,correct_continue_after_instructions,correct_continue_after_practice,correct_end_of_experiment_keypress,correct_response,count_TODO,count__eyelink_stop_recording,count__loop,count__practice_block_loop,count__practice_block_sequence,count_block_loop,count_block_sequence,count_cog_dict,count_constants,count_correct_response,count_display,count_end_of_experiment,count_end_of_experiment_keypress,count_end_of_practice,count_end_practice,count_experiment,count_experimental_loop,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_feedback_correct,count_feedback_incorrect,count_feedback_info,count_logger,count_loop,count_practice_block_loop,count_practice_block_sequence,count_practice_loop,count_ratio_px_degrees,count_reset_feedback,count_response_msg,count_rotate,count_sequence,count_start_practice,count_trial_sequence,currBlock,cycles,description,dev,direction,duration,ecc,feedback_dur,flip,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,hScaled,hStim,height,item,keyboard_backend,log_msg,maxEccDegr,minEccDegr,mode,mouse_backend,msg,note,order,path,practice,pxDegrRatio,realAngle,repeat,repeat_cycle,reset_variables,respNon,respObject,response,response__boks,response_boks,response_continue_after_feedback,response_continue_after_instructions,response_continue_after_practice,response_end_of_experiment_keypress,response_end_of_practice,response_time,response_time__boks,response_time_boks,response_time_continue_after_feedback,response_time_continue_after_instructions,response_time_continue_after_practice,response_time_end_of_experiment_keypress,response_time_end_of_practice,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,skip,start,start_response_interval,stimRotARadial,stimRotBRadial,stim_name,stim_type,subject_nr,subject_parity,synth_backend,throttle,time_TODO,time__eyelink_stop_recording,time__loop,time__practice_block_loop,time__practice_block_sequence,time_block_loop,time_block_sequence,time_cog_dict,time_constants,time_correct_response,time_display,time_end_of_experiment,time_end_of_experiment_keypress,time_end_of_practice,time_end_practice,time_experiment,time_experimental_loop,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_feedback_correct,time_feedback_incorrect,time_feedback_info,time_logger,time_loop,time_practice_block_loop,time_practice_block_sequence,time_practice_loop,time_ratio_px_degrees,time_reset_feedback,time_response_msg,time_rotate,time_sequence,time_start_practice,time_trial_sequence,timeout,title,totalBlocks,tracker_attached,transparent_variables,visual_field,wScaled,wStim,width,xCen,xCog,xStim,xpos,yCen,yStim,ypos,sacc1_ex,sacc2_ex,sacc3_ex,sacc1_ey,sacc2_ey,sacc3_ey,trialId,saccLat1,saccLat2,saccLat3
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,188.0,188.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,188.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,188.0,0.0,NA,Logs experimental data,NA,20.0,NA,189.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png,no,34.0,200.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.49065850399,1.5714740386,peeler,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23131.4980984,23131.5209866,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,23169.3990231,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23131.4229965,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,-0.384262651214,64.0,NA,384.0,-177.0,NA,508.0,605.0,541.0,387.0,540.0,577.0,188.0,93.7,152.8,307.6
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,189.0,189.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,189.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,189.0,0.0,NA,Logs experimental data,NA,-20.0,NA,190.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_fork.png,no,34.0,-20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,-0.349065850399,1.62518473259,fork,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23247.934103,23247.9569912,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,23287.2471809,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23247.8580475,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,31.0319959052,55.0,NA,384.0,181.0,NA,513.0,518.0,603.0,387.0,194.0,223.0,189.0,92.1,167.1,363.6
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,190.0,190.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,190.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,190.0,0.0,NA,Logs experimental data,NA,0.0,NA,188.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_wrench.png,no,34.0,180.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.14159265359,1.61046293027,wrench,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23365.2310371,23365.2551174,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,23401.6621113,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23365.1521206,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,-22.3837053908,7.0,NA,384.0,-187.0,NA,468.0,556.0,512.0,580.0,579.0,573.0,190.0,91.7,180.3,2138.0
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,191.0,191.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,191.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,191.0,0.0,NA,Logs experimental data,NA,0.0,NA,214.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_knife.png,no,34.0,180.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.14159265359,1.57386513351,knife,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23478.924036,23478.9500237,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,23529.9651623,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23478.8370132,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,-1.97018009304,0.0,NA,384.0,-213.0,NA,576.0,448.0,514.0,599.0,595.0,608.0,191.0,92.8,185.8,522.2
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,192.0,192.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,192.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,192.0,0.0,NA,Logs experimental data,NA,0.0,NA,201.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_knife.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.57286001428,knife,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23612.06007,23612.085104,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,23652.4140835,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23611.9771004,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,1.2444053216,0.0,NA,384.0,200.0,NA,542.0,442.0,489.0,199.0,193.0,176.0,192.0,91.9,171.6,1577.7
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,193.0,193.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,193.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,193.0,0.0,NA,Logs experimental data,NA,20.0,NA,209.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_screwdriver.png,no,34.0,200.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.49065850399,1.4969203166,screwdriver,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23730.0989628,23730.1230431,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,23770.042181,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23730.0181389,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,46.4047095766,56.0,NA,384.0,-201.0,NA,512.0,603.0,555.0,389.0,582.0,598.0,193.0,91.4,178.6,2751.4
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,194.0,194.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,194.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,194.0,0.0,NA,Logs experimental data,NA,0.0,NA,181.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_screwdriver.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.485630585,screwdriver,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23849.271059,23849.3051529,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,23886.3081932,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23849.1461277,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-46.3571312645,15.0,NA,384.0,180.0,NA,463.0,539.0,511.0,213.0,215.0,210.0,194.0,90.0,292.9,2093.5
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,195.0,195.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,195.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,195.0,0.0,NA,Logs experimental data,NA,0.0,NA,184.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_mallet.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.63888919189,mallet,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,23966.1099911,23966.1331177,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24002.7861595,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,23966.0320282,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,37.6454623251,-12.0,NA,384.0,183.0,NA,528.0,453.0,581.0,203.0,207.0,199.0,195.0,87.7,210.7,1494.4
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,196.0,196.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,196.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,196.0,0.0,NA,Logs experimental data,NA,-20.0,NA,173.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_spoon2.png,no,34.0,160.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,2.79252680319,1.54570867111,spoon2,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24082.18503,24082.2069645,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24121.5670109,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24082.1101665,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,13.0232256478,-63.0,NA,384.0,-161.0,NA,448.0,508.0,382.0,547.0,582.0,510.0,196.0,90.5,177.9,319.1
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,197.0,197.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,197.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,197.0,0.0,NA,Logs experimental data,NA,20.0,NA,200.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_paintbrush.png,no,34.0,200.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.49065850399,1.6217812067,paintbrush,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24227.5030613,24227.5371552,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24271.6829777,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24227.4241447,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,-30.6174621439,77.0,NA,384.0,-184.0,NA,558.0,633.0,497.0,576.0,537.0,594.0,197.0,89.2,238.9,710.3
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,198.0,198.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,198.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,198.0,0.0,NA,Logs experimental data,NA,20.0,NA,219.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_paintbrush.png,no,34.0,20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.349065850399,1.52422809757,paintbrush,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24348.8371372,24348.8600254,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24388.9071941,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24348.7620354,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-30.6174621439,-65.0,NA,384.0,209.0,NA,510.0,421.0,499.0,386.0,195.0,156.0,198.0,93.0,152.6,325.3
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,199.0,199.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,199.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,199.0,0.0,NA,Logs experimental data,NA,20.0,NA,190.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_sharpeningsteel.png,no,34.0,200.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.49065850399,1.52259575626,sharpeningsteel,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24466.989994,24467.012167,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24502.8259754,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24466.9101238,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,27.4956219826,56.0,NA,384.0,-181.0,NA,605.0,544.0,660.0,539.0,581.0,531.0,199.0,90.1,180.7,1897.9
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,200.0,200.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,200.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,200.0,0.0,NA,Logs experimental data,NA,0.0,NA,227.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.54962767986,spoon,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24579.84519,24579.8690319,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24620.2111244,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24579.7660351,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-14.4180022509,4.0,NA,384.0,226.0,NA,519.0,464.0,484.0,390.0,153.0,389.0,200.0,90.5,204.8,3375.2
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,201.0,201.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,201.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,201.0,0.0,NA,Logs experimental data,NA,-20.0,NA,228.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_chisel.png,no,34.0,-20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,-0.349065850399,1.60853048472,chisel,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24697.5390911,24697.5631714,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24736.6871834,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24697.4589825,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,25.8224210823,69.0,NA,384.0,217.0,NA,628.0,674.0,583.0,175.0,203.0,160.0,201.0,88.9,1079.6,2015.8
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,202.0,202.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,202.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,202.0,0.0,NA,Logs experimental data,NA,0.0,NA,181.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_wrench.png,no,34.0,180.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.14159265359,1.52974626822,wrench,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24820.2171326,24820.2421665,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,24879.8551559,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24820.1301098,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,22.3027106995,-7.0,NA,384.0,-180.0,NA,512.0,530.0,465.0,379.0,564.0,566.0,202.0,91.8,171.4,651.7
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,0.0,0.0,NA,0.0,203.0,203.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,203.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,203.0,0.0,NA,Logs experimental data,NA,0.0,NA,227.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_washingbrush.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.52053567103,washingbrush,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,520.684957504,520.573139191,NA,520.059108734,24959.6459866,24959.6691132,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,25003.2970905,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,24959.5701694,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-34.2563568121,11.0,NA,384.0,226.0,NA,465.0,558.0,514.0,167.0,153.0,151.0,203.0,91.7,193.7,2141.1
