_dummy,_prepare,_run,acc,accuracy,aspectRatio,auto_log,average_response_time,avg_rt,background,bidi,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,correct,correct__boks,correct_boks,correct_continue_after_feedback,correct_continue_after_instructions,correct_continue_after_practice,correct_end_of_experiment_keypress,correct_response,count_TODO,count__eyelink_stop_recording,count__loop,count__practice_block_loop,count__practice_block_sequence,count_block_loop,count_block_sequence,count_cog_dict,count_constants,count_correct_response,count_display,count_end_of_experiment,count_end_of_experiment_keypress,count_end_of_practice,count_end_practice,count_experiment,count_experimental_loop,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_feedback_correct,count_feedback_incorrect,count_feedback_info,count_logger,count_loop,count_practice_block_loop,count_practice_block_sequence,count_practice_loop,count_ratio_px_degrees,count_reset_feedback,count_response_msg,count_rotate,count_sequence,count_start_practice,count_trial_sequence,currBlock,cycles,description,dev,direction,duration,ecc,feedback_dur,flip,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,hScaled,hStim,height,item,keyboard_backend,log_msg,maxEccDegr,minEccDegr,mode,mouse_backend,msg,note,order,path,practice,pxDegrRatio,realAngle,repeat,repeat_cycle,reset_variables,respNon,respObject,response,response__boks,response_boks,response_continue_after_feedback,response_continue_after_instructions,response_continue_after_practice,response_end_of_experiment_keypress,response_end_of_practice,response_time,response_time__boks,response_time_boks,response_time_continue_after_feedback,response_time_continue_after_instructions,response_time_continue_after_practice,response_time_end_of_experiment_keypress,response_time_end_of_practice,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,skip,start,start_response_interval,stimRotARadial,stimRotBRadial,stim_name,stim_type,subject_nr,subject_parity,synth_backend,throttle,time_TODO,time__eyelink_stop_recording,time__loop,time__practice_block_loop,time__practice_block_sequence,time_block_loop,time_block_sequence,time_cog_dict,time_constants,time_correct_response,time_display,time_end_of_experiment,time_end_of_experiment_keypress,time_end_of_practice,time_end_practice,time_experiment,time_experimental_loop,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_feedback_correct,time_feedback_incorrect,time_feedback_info,time_logger,time_loop,time_practice_block_loop,time_practice_block_sequence,time_practice_loop,time_ratio_px_degrees,time_reset_feedback,time_response_msg,time_rotate,time_sequence,time_start_practice,time_trial_sequence,timeout,title,totalBlocks,tracker_attached,transparent_variables,visual_field,wScaled,wStim,width,xCen,xCog,xStim,xpos,yCen,yStim,ypos,sacc1_ex,sacc2_ex,sacc3_ex,sacc1_ey,sacc2_ey,sacc3_ey,trialId,saccLat1,saccLat2,saccLat3
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,370.0,370.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,370.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,370.0,0.0,NA,Logs experimental data,NA,0.0,NA,202.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_mallet.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.50875482689,mallet,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,45804.0540218,45804.0990829,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,45871.6599941,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,45803.9059639,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-37.6454623251,12.0,NA,384.0,201.0,NA,496.0,581.0,437.0,189.0,197.0,175.0,370.0,88.1,230.2,983.6
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,371.0,371.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,371.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,371.0,0.0,NA,Logs experimental data,NA,0.0,NA,215.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_mallet.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.51173962887,mallet,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,45969.4311619,45969.4690704,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,46010.3530884,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,45969.3169594,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-38.1359159379,12.0,NA,384.0,214.0,NA,485.0,559.0,463.0,182.0,171.0,144.0,371.0,89.7,213.1,2849.0
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,372.0,372.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,372.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,372.0,0.0,NA,Logs experimental data,NA,20.0,NA,237.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_chisel2.png,no,34.0,20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.349065850399,1.57535931051,chisel2,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,46108.5791588,46108.618021,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,46168.0631638,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,46108.4589958,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,3.24430393552,-82.0,NA,384.0,222.0,NA,398.0,482.0,356.0,178.0,149.0,186.0,372.0,90.4,156.9,1639.3
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,373.0,373.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,373.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,373.0,0.0,NA,Logs experimental data,NA,0.0,NA,194.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.54602819305,spoon,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,46262.1290684,46262.1541023,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,46311.74016,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,46262.0441914,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-14.4180022509,4.0,NA,384.0,193.0,NA,516.0,462.0,477.0,382.0,187.0,380.0,373.0,90.6,202.0,3387.6
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,374.0,374.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,374.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,374.0,0.0,NA,Logs experimental data,NA,-20.0,NA,197.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_mallet.png,no,34.0,160.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,2.79252680319,1.50635788815,mallet,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,46436.2089634,46436.248064,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,46489.9110794,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,46436.0940456,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,38.1359159379,-79.0,NA,384.0,-180.0,NA,461.0,383.0,417.0,577.0,544.0,574.0,374.0,89.0,179.2,2230.6
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,375.0,375.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,375.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,375.0,0.0,NA,Logs experimental data,NA,0.0,NA,171.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_spoon.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.59900919943,spoon,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,46572.9241371,46572.947979,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,46622.7190495,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,46572.8230476,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,14.4770449464,-4.0,NA,384.0,170.0,NA,505.0,522.0,459.0,384.0,215.0,213.0,375.0,91.4,199.9,560.0
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,376.0,376.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,376.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,376.0,0.0,NA,Logs experimental data,NA,-20.0,NA,184.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_screwdriver.png,no,34.0,-20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,-0.349065850399,1.48692702603,screwdriver,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,46702.4130821,46702.4350166,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,46741.3070202,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,46702.3351192,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-46.4047095766,77.0,NA,384.0,167.0,NA,510.0,546.0,607.0,378.0,198.0,222.0,376.0,91.7,180.4,374.4
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,377.0,377.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,377.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,377.0,0.0,NA,Logs experimental data,NA,-20.0,NA,172.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_sharpeningsteel.png,no,34.0,160.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,2.79252680319,1.51577661607,sharpeningsteel,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,46824.1910934,46824.2161274,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,46897.2320557,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,46824.0201473,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,28.4188527416,-67.0,NA,384.0,-158.0,NA,514.0,483.0,407.0,385.0,553.0,526.0,377.0,92.8,182.4,258.9
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,378.0,378.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,378.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,378.0,0.0,NA,Logs experimental data,NA,20.0,NA,237.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_fork.png,no,34.0,200.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,3.49065850399,1.52717844529,fork,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,46988.1970882,46988.2190228,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47040.2011871,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,46988.1219864,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,31.0319959052,71.0,NA,384.0,-226.0,NA,516.0,618.0,555.0,637.0,586.0,609.0,378.0,93.1,213.5,1486.5
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,379.0,379.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,379.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,379.0,0.0,NA,Logs experimental data,NA,-20.0,NA,206.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_hammer.png,no,34.0,-20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,-0.349065850399,1.65000814765,hammer,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,47118.3700562,47118.3950901,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47156.4610004,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,47118.2851791,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,49.0555481168,54.0,NA,384.0,198.0,NA,608.0,597.0,507.0,213.0,199.0,389.0,379.0,91.1,91.3,152.7
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,380.0,380.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,380.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,380.0,0.0,NA,Logs experimental data,NA,-20.0,NA,201.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_peeler.png,no,34.0,-20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,-0.349065850399,1.57039543398,peeler,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,47236.4909649,47236.5140915,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47273.4820843,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,47236.4161015,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-0.241738381174,68.0,NA,384.0,188.0,NA,563.0,620.0,496.0,187.0,230.0,157.0,380.0,90.7,177.7,462.5
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,381.0,381.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,381.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,381.0,0.0,NA,Logs experimental data,NA,0.0,NA,175.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_spoon.png,no,34.0,0.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.0,1.54322798931,spoon,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,47352.4680138,47352.4930477,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47388.7751102,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,47352.3931503,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-14.4770449464,4.0,NA,384.0,174.0,NA,517.0,482.0,557.0,390.0,211.0,212.0,381.0,91.2,201.8,373.4
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,382.0,382.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,382.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,382.0,0.0,NA,Logs experimental data,NA,-20.0,NA,214.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_hammer.png,no,34.0,-20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,-0.349065850399,1.49447680277,hammer,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,47466.8500423,47466.8769836,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47508.9631081,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,47466.7651653,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,-49.0924872956,88.0,NA,384.0,194.0,NA,543.0,635.0,593.0,170.0,209.0,192.0,382.0,91.8,175.6,1493.4
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,2.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,383.0,383.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,383.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,383.0,0.0,NA,Logs experimental data,NA,-20.0,NA,228.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon2.png,no,34.0,160.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,2.79252680319,1.55269936738,spoon2,object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,47592.6699638,47592.705965,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47640.8569813,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,47592.5610065,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,12.3796717148,-81.0,NA,384.0,-212.0,NA,486.0,396.0,444.0,612.0,589.0,587.0,383.0,91.2,168.1,2713.1
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,384.0,384.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,384.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,384.0,0.0,NA,Logs experimental data,NA,-20.0,NA,227.0,0.0,right,NA,NA,no,mono,no,18.0,NA,black,overlap,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_chisel2.png,no,34.0,160.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,2.79252680319,1.57556032003,chisel2,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,47718.6000347,47718.6250687,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47756.1700344,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,47718.5080051,NA,Extended template,NA,NA,no,lower,240.0,720.0,1024.0,512.0,-3.24430393552,-76.0,NA,384.0,-213.0,NA,507.0,436.0,373.0,378.0,588.0,570.0,384.0,91.5,185.2,515.1
NA,NA,NA,undefined,undefined,1.33333333333,yes,undefined,undefined,white,no,NA,NA,NA,psycho,NA,0.0,relative,NA,NA,NA,NA,NA,NA,NA,1.0,NA,NA,NA,NA,NA,1.0,1.0,NA,0.0,385.0,385.0,0.0,NA,NA,NA,0.0,0.0,NA,NA,NA,NA,NA,NA,NA,385.0,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA,385.0,0.0,NA,Logs experimental data,NA,20.0,NA,176.0,0.0,left,NA,NA,no,mono,no,18.0,NA,black,zero,180.0,540.0,768.0,NA,psycho,NA,7.0,5.0,NA,psycho,NA,NA,NA,/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_wrench.png,no,34.0,20.0,NA,0.0,NA,1.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,legacy,3.0,NA,experiment,None,0.349065850399,1.61301121429,wrench,non-object,999.0,odd,legacy,NA,NA,NA,NA,NA,NA,41187.4849796,41187.4001026,NA,520.059108734,47832.9641819,47832.9870701,NA,NA,NA,NA,519.922018051,520.146131516,NA,NA,NA,NA,NA,NA,NA,47872.6930618,NA,NA,NA,NA,520.112991333,NA,NA,520.091056824,NA,NA,47832.8871727,NA,Extended template,NA,NA,no,upper,240.0,720.0,1024.0,512.0,22.3027106995,-67.0,NA,384.0,162.0,NA,446.0,461.0,521.0,223.0,231.0,190.0,385.0,89.7,89.8,265.9
