effect,est,se,t
(Intercept),-0.00378724914329,0.0203704216506,-0.185919035366
saccLatCen1,-6.2700246161e-05,0.000357914966494,-0.175181962284
stim_typeobject,-0.0252870265131,0.0306051060709,-0.826235545618
devAngleyes,0.000976114683874,0.00187357687068,0.520989930624
saccLatCen1:stim_typeobject,-0.000249957460281,4.16834486931e-05,-5.99656381892
