effect,est,se,t
(Intercept),-0.000713293085142,0.0242137319663,-0.0294582052091
saccLat2,-3.17440661408e-05,5.64152349344e-05,-0.562686057724
stim_typeobject,-0.103372630726,0.0492529789227,-2.09880971642
saccLat2:stim_typeobject,-5.14595739719e-05,4.37901557682e-05,-1.17514023573
