effect,est,se,t
(Intercept),-0.0134891192172,0.0148480765756,-0.908475865439
saccLatCen2,-3.14057354874e-05,6.1179114095e-05,-0.513340801873
stim_typeobject,-0.123711667735,0.0236447746696,-5.23209332564
saccLatCen2:stim_typeobject,-4.68289263942e-05,4.39684613384e-05,-1.06505720166
