RT,accuracy,aff_lum,block_count,cat,catch_trial,checkFixDotFailed,checkObjectFailed,comp,cond,correct_response,count_trial_sequence,cutoff_warning_msg,dev_for_warning,durCheck1,durCheck2,expId,eye_used,file,gap,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,offlineDriftCorr,outlier,overall_rep,picture_name,rep,response,response_hand,rtOnset,sacc10_duration,sacc10_eTime,sacc10_ex,sacc10_ey,sacc10_sTime,sacc10_size,sacc10_sx,sacc10_sy,sacc1_duration,sacc1_eTime,sacc1_ex,sacc1_ey,sacc1_sTime,sacc1_size,sacc1_sx,sacc1_sy,sacc2_duration,sacc2_eTime,sacc2_ex,sacc2_ey,sacc2_sTime,sacc2_size,sacc2_sx,sacc2_sy,sacc3_duration,sacc3_eTime,sacc3_ex,sacc3_ey,sacc3_sTime,sacc3_size,sacc3_sx,sacc3_sy,sacc4_duration,sacc4_eTime,sacc4_ex,sacc4_ey,sacc4_sTime,sacc4_size,sacc4_sx,sacc4_sy,sacc5_duration,sacc5_eTime,sacc5_ex,sacc5_ey,sacc5_sTime,sacc5_size,sacc5_sx,sacc5_sy,sacc6_duration,sacc6_eTime,sacc6_ex,sacc6_ey,sacc6_sTime,sacc6_size,sacc6_sx,sacc6_sy,sacc7_duration,sacc7_eTime,sacc7_ex,sacc7_ey,sacc7_sTime,sacc7_size,sacc7_sx,sacc7_sy,sacc8_duration,sacc8_eTime,sacc8_ex,sacc8_ey,sacc8_sTime,sacc8_size,sacc8_sx,sacc8_sy,sacc9_duration,sacc9_eTime,sacc9_ex,sacc9_ey,sacc9_sTime,sacc9_size,sacc9_sx,sacc9_sy,saccCount,scale,scale_item,scaled_height,scaled_width,stim_onset,subject_parity,symm,timestampFixOnset,trialId,trial_count,visual_field,y_stim,y_stim_degrees,realAngle,xCog,xStim,yStim,flip,stim_name,stim_type,xRot1,yRot1,xFlipped1,yFlipped1,xNorm1,yNorm1,xNormOnCenter1,yNormOnCenter1,xNormCorr1,xRot2,yRot2,xFlipped2,yFlipped2,xNorm2,yNorm2,xNormOnCenter2,yNormOnCenter2,xNormCorr2,xRot3,yRot3,xFlipped3,yFlipped3,xNorm3,yNorm3,xNormOnCenter3,yNormOnCenter3,xNormCorr3,xRot4,yRot4,xFlipped4,yFlipped4,xNorm4,yNorm4,xNormOnCenter4,yNormOnCenter4,xNormCorr4,xRot5,yRot5,xFlipped5,yFlipped5,xNorm5,yNorm5,xNormOnCenter5,yNormOnCenter5,xNormCorr5,wBoxScaled,hBoxScaled,xCogScaled,xCogScaledDegr,xCogNorm,stimFile,saccLat1,saccLat2,saccLat3,saccLat4,saccLat5
439.455127195,1.0,control,3.0,kitchen,no,False,False,compatible,('handle_left',,1.0,0.0,85.0,150.0,589.0,378.0,004A,undefined,PP17.asc,zero,left,445.840204301,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,False,0.0,20.0,asymm_kitchen_spoon,3.0,1.0,left,13400279.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,50.0,13399710.0,529.0,582.9,13399660.0,176.292767861,512.3,407.4,18.0,13400189.0,573.7,603.6,13400171.0,45.926027479,527.9,600.2,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,13399453.0,odd,asymm,13398853.0,338.0,338.0,lower,-205.0,-7.0,180.0,13.4578679943,0.0,-205.0,left,spoon,object,-17.0,-198.9,-17.0,-198.9,-0.0923913043478,-0.203333333333,17.0,198.9,-0.11677149999,-61.7,-219.6,-61.7,-219.6,-0.335326086957,0.486666666667,61.7,219.6,-0.359706282598,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,184.0,30.0,4.4859559981,0.131939882297,0.0243801956418,object_spoon.png,207.0,718.0,0.0,0.0,0.0
215.227740364,1.0,control,3.0,kitchen,no,False,False,incompatible,('handle_right',,1.0,0.0,85.0,150.0,926.0,529.0,004A,undefined,PP17.asc,overlap,right,449.280823863,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,False,0.0,19.0,asymm_kitchen_peeler,4.0,1.0,left,13513298.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,59.0,13512946.0,478.7,230.0,13512887.0,185.813912289,504.6,414.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,13512545.0,odd,asymm,13511615.0,354.0,354.0,upper,186.0,5.0,0.0,-0.764102748085,0.0,186.0,right,peeler,object,-33.3,-154.0,-33.3,-154.0,-0.23125,-1.33333333333,-33.3,-154.0,-0.229481243639,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,144.0,24.0,-0.254700916028,-0.0074912034126,-0.00176875636131,object_peeler.png,342.0,0.0,0.0,0.0,0.0
606.129571085,1.0,control,3.0,garage,no,False,False,incompatible,('handle_left',,2.0,0.0,85.0,150.0,535.0,437.0,004A,undefined,PP17.asc,overlap,left,411.942672761,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,wrench,False,0.0,23.0,asymm_garage_wrench,6.0,2.0,right,13701794.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,45.0,13701043.0,526.5,229.6,13700998.0,178.367373698,494.1,405.0,14.0,13701265.0,554.1,235.4,13701251.0,30.5497954167,527.6,250.6,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,13700746.0,odd,asymm,13700206.0,379.0,379.0,upper,174.0,5.0,0.0,21.1258078553,0.0,174.0,left,wrench,object,14.5,-154.4,-14.5,-154.4,-0.0823863636364,-0.56,14.5,-154.4,-0.122397363362,42.1,-148.6,-42.1,-148.6,-0.239204545455,-0.725714285714,42.1,-148.6,-0.27921554518,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,35.0,7.04193595177,0.207115763287,0.0400109997259,object_wrench.png,252.0,505.0,0.0,0.0,0.0
337.688370975,1.0,control,3.0,garage,no,False,False,incompatible,('handle_left',,2.0,0.0,85.0,150.0,530.0,436.0,004A,undefined,PP17.asc,zero,left,392.642687522,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,False,0.0,21.0,asymm_garage_chisel,6.0,2.0,right,13709297.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,61.0,13708836.0,475.8,170.1,13708775.0,241.054454429,510.8,408.6,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,13708517.0,odd,asymm,13707977.0,381.0,381.0,upper,232.0,6.0,0.0,-24.5764355818,0.0,232.0,left,chisel,object,-36.2,-213.9,36.2,-213.9,0.205681818182,-0.624137931034,-36.2,-213.9,0.252228097693,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,29.0,-8.19214519393,-0.24094544688,-0.046546279511,object_chisel.png,258.0,0.0,0.0,0.0,0.0
342.490956639,1.0,control,3.0,kitchen,no,False,False,incompatible,('handle_right',,1.0,0.0,85.0,150.0,516.0,334.0,004A,undefined,PP17.asc,zero,right,390.650349046,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,False,0.0,22.0,asymm_kitchen_spoon2,6.0,1.0,left,13714700.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,60.0,13714232.0,496.2,176.2,13714172.0,221.57639766,513.5,397.1,23.0,13714484.0,440.2,175.5,13714461.0,61.9639411271,501.4,165.8,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,13714018.0,odd,asymm,13713498.0,382.0,382.0,upper,223.0,6.0,0.0,-12.0262630064,0.0,223.0,right,spoon2,object,-15.8,-207.8,-15.8,-207.8,-0.0897727272727,-0.345454545455,-15.8,-207.8,-0.066995714003,-71.8,-208.5,-71.8,-208.5,-0.407954545455,-0.329545454545,-71.8,-208.5,-0.385177532185,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,44.0,-4.00875433547,-0.117904539278,-0.0227770132697,object_spoon2.png,154.0,443.0,0.0,0.0,0.0
414.548539815,1.0,control,4.0,garage,no,False,False,incompatible,('handle_left',,2.0,0.0,85.0,150.0,557.0,446.0,004A,undefined,PP17.asc,zero,left,460.732006435,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,False,0.0,22.0,asymm_garage_paintbrush,1.0,2.0,right,13817057.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,39.0,13816498.0,518.4,603.1,13816459.0,242.092647555,506.5,361.3,14.0,13816696.0,553.0,595.2,13816682.0,31.8025156238,521.2,595.6,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,13816189.0,odd,asymm,13815629.0,393.0,393.0,lower,-219.0,-7.0,180.0,33.2045987775,0.0,-219.0,left,paintbrush,object,-6.4,-219.1,-6.4,-219.1,-0.0363636363636,0.00285714285714,6.4,219.1,-0.0992511340483,-41.0,-211.2,-41.0,-211.2,-0.232954545455,-0.222857142857,41.0,211.2,-0.295842043139,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,35.0,11.0681995925,0.325535282132,0.0628874976847,object_paintbrush.png,270.0,493.0,0.0,0.0,0.0
366.073419869,1.0,control,4.0,kitchen,no,False,False,incompatible,('handle_right',,1.0,0.0,85.0,150.0,553.0,411.0,004A,undefined,PP17.asc,overlap,right,434.952465948,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,False,0.0,23.0,asymm_kitchen_spoon,1.0,1.0,left,13825962.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,39.0,13825455.0,446.6,541.5,13825416.0,187.553858931,501.3,362.1,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,13825180.0,odd,asymm,13824620.0,395.0,395.0,lower,-181.0,-6.0,180.0,-13.4578679943,0.0,-181.0,right,spoon,object,65.4,-157.5,-65.4,-157.5,-0.355434782609,-0.783333333333,-65.4,157.5,-0.331054586967,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,184.0,30.0,-4.4859559981,-0.131939882297,-0.0243801956418,object_spoon.png,236.0,0.0,0.0,0.0,0.0
348.133557582,1.0,control,4.0,kitchen,no,False,False,compatible,('handle_left',,1.0,0.0,85.0,150.0,520.0,426.0,004A,undefined,PP17.asc,overlap,left,381.423835238,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,knife,False,0.0,23.0,asymm_kitchen_knife,1.0,1.0,left,13859345.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,49.0,13858845.0,466.0,127.7,13858796.0,243.923451107,490.4,370.4,14.0,13859126.0,432.3,147.2,13859112.0,33.1593124175,465.0,141.7,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,13858564.0,odd,asymm,13858034.0,402.0,402.0,upper,205.0,6.0,0.0,-1.81524104517,0.0,205.0,left,knife,object,-46.0,-256.3,46.0,-256.3,0.261363636364,2.33181818182,-46.0,-256.3,0.264801592889,-79.7,-236.8,79.7,-236.8,0.452840909091,1.44545454545,-79.7,-236.8,0.456278865616,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,22.0,-0.60508034839,-0.017796480835,-0.00343795652494,object_knife.png,232.0,548.0,0.0,0.0,0.0
417.878043172,1.0,control,4.0,garage,no,False,False,incompatible,('handle_left',,2.0,0.0,85.0,150.0,521.0,415.0,004A,undefined,PP17.asc,overlap,left,396.851359118,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,screwdriver,False,0.0,22.0,asymm_garage_screwdriver,1.0,2.0,right,13863936.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,40.0,13863375.0,475.7,592.8,13863335.0,230.531234326,496.4,363.2,18.0,13863744.0,517.3,573.9,13863726.0,39.8743025017,478.7,583.9,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,13863094.0,odd,asymm,13862564.0,403.0,403.0,lower,-215.0,-7.0,180.0,-53.8138704136,0.0,-215.0,left,screwdriver,object,36.3,-208.8,36.3,-208.8,0.213529411765,-0.258333333333,-36.3,208.8,0.319046804733,-5.3,-189.9,-5.3,-189.9,-0.0311764705882,-1.04583333333,5.3,189.9,0.0743409223796,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,170.0,24.0,-17.9379568045,-0.527586964839,-0.105517392968,object_screwdriver.png,241.0,632.0,0.0,0.0,0.0
594.422969181,1.0,control,4.0,kitchen,no,False,False,compatible,('handle_left',,1.0,0.0,85.0,150.0,521.0,336.0,004A,undefined,PP17.asc,zero,left,392.266854159,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,washingbrush,False,0.0,24.0,asymm_kitchen_washingbrush,2.0,1.0,left,13891452.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,44.0,13890723.0,529.0,173.0,13890679.0,198.351329716,502.7,369.6,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,13890517.0,odd,asymm,13889987.0,409.0,409.0,upper,176.0,5.0,0.0,30.890600737,0.0,176.0,left,washingbrush,object,17.0,-211.0,-17.0,-211.0,-0.0965909090909,0.795454545455,17.0,-211.0,-0.155095834729,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,44.0,10.2968669123,0.302849026833,0.0585049256383,object_washingbrush.png,162.0,0.0,0.0,0.0,0.0
317.553919474,1.0,control,4.0,garage,no,False,False,incompatible,('handle_left',,2.0,0.0,85.0,150.0,561.0,344.0,004A,undefined,PP17.asc,zero,left,448.912440134,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,False,0.0,22.0,asymm_garage_hammer,2.0,2.0,right,13915848.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,44.0,13915386.0,536.0,162.2,13915342.0,198.964946661,513.6,359.9,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,13915180.0,odd,asymm,13914610.0,414.0,414.0,upper,222.0,6.0,0.0,49.2380396484,0.0,222.0,left,hammer,object,24.0,-221.8,-24.0,-221.8,-0.145454545455,-0.00243902439024,24.0,-221.8,-0.244925332623,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,165.0,82.0,16.4126798828,0.482725878906,0.0994707871685,object_hammer.png,162.0,0.0,0.0,0.0,0.0
1867.76083199,1.0,control,4.0,garage,no,False,False,compatible,('handle_right',,2.0,0.0,85.0,150.0,529.0,331.0,004A,undefined,PP17.asc,zero,right,392.516401728,black,32.0,A,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,False,0.0,23.0,asymm_garage_paintbrush,2.0,2.0,right,13921001.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,48.0,13919002.0,491.6,124.1,13918954.0,242.086472154,501.1,366.0,16.0,13919205.0,455.9,135.9,13919189.0,38.8387692905,494.5,140.2,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,13918800.0,odd,asymm,13918270.0,415.0,415.0,upper,226.0,6.0,0.0,-33.2045987775,0.0,226.0,right,paintbrush,object,-20.4,-259.9,-20.4,-259.9,-0.115909090909,0.968571428571,-20.4,-259.9,-0.0530215932244,-56.1,-248.1,-56.1,-248.1,-0.31875,0.631428571429,-56.1,-248.1,-0.255862502315,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,35.0,-11.0681995925,-0.325535282132,-0.0628874976847,object_paintbrush.png,154.0,389.0,0.0,0.0,0.0
