RT,accuracy,aff_lum,block_count,cat,catch_trial,checkFixDotFailed,checkObjectFailed,comp,cond,correct_response,count_trial_sequence,cutoff_warning_msg,dev_for_warning,durCheck1,durCheck2,expId,eye_used,file,gap,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,offlineDriftCorr,outlier,overall_rep,picture_name,rep,response,response_hand,rtOnset,sacc10_duration,sacc10_eTime,sacc10_ex,sacc10_ey,sacc10_sTime,sacc10_size,sacc10_sx,sacc10_sy,sacc1_duration,sacc1_eTime,sacc1_ex,sacc1_ey,sacc1_sTime,sacc1_size,sacc1_sx,sacc1_sy,sacc2_duration,sacc2_eTime,sacc2_ex,sacc2_ey,sacc2_sTime,sacc2_size,sacc2_sx,sacc2_sy,sacc3_duration,sacc3_eTime,sacc3_ex,sacc3_ey,sacc3_sTime,sacc3_size,sacc3_sx,sacc3_sy,sacc4_duration,sacc4_eTime,sacc4_ex,sacc4_ey,sacc4_sTime,sacc4_size,sacc4_sx,sacc4_sy,sacc5_duration,sacc5_eTime,sacc5_ex,sacc5_ey,sacc5_sTime,sacc5_size,sacc5_sx,sacc5_sy,sacc6_duration,sacc6_eTime,sacc6_ex,sacc6_ey,sacc6_sTime,sacc6_size,sacc6_sx,sacc6_sy,sacc7_duration,sacc7_eTime,sacc7_ex,sacc7_ey,sacc7_sTime,sacc7_size,sacc7_sx,sacc7_sy,sacc8_duration,sacc8_eTime,sacc8_ex,sacc8_ey,sacc8_sTime,sacc8_size,sacc8_sx,sacc8_sy,sacc9_duration,sacc9_eTime,sacc9_ex,sacc9_ey,sacc9_sTime,sacc9_size,sacc9_sx,sacc9_sy,saccCount,scale,scale_item,scaled_height,scaled_width,stim_onset,subject_parity,symm,timestampFixOnset,trialId,trial_count,visual_field,y_stim,y_stim_degrees,realAngle,xCog,xStim,yStim,flip,stim_name,stim_type,xRot1,yRot1,xFlipped1,yFlipped1,xNorm1,yNorm1,xNormOnCenter1,yNormOnCenter1,xNormCorr1,xRot2,yRot2,xFlipped2,yFlipped2,xNorm2,yNorm2,xNormOnCenter2,yNormOnCenter2,xNormCorr2,xRot3,yRot3,xFlipped3,yFlipped3,xNorm3,yNorm3,xNormOnCenter3,yNormOnCenter3,xNormCorr3,xRot4,yRot4,xFlipped4,yFlipped4,xNorm4,yNorm4,xNormOnCenter4,yNormOnCenter4,xNormCorr4,xRot5,yRot5,xFlipped5,yFlipped5,xNorm5,yNorm5,xNormOnCenter5,yNormOnCenter5,xNormCorr5,wBoxScaled,hBoxScaled,xCogScaled,xCogScaledDegr,xCogNorm,stimFile,saccLat1,saccLat2,saccLat3,saccLat4,saccLat5
209.31197209,1.0,control,2.0,kitchen,no,False,False,incompatible,('handle_right',,6.0,0.0,85.0,150.0,523.0,374.0,004A,undefined,SS02.asc,overlap,right,388.629194389,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,sharpeningsteel,False,0.0,13.0,asymm_kitchen_sharpeningsteel,3.0,6.0,left,20802643.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,45.0,20802277.0,498.8,246.3,20802232.0,149.604946442,487.8,395.5,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,20802058.0,even,asymm,20801528.0,238.0,238.0,upper,179.0,5.0,0.0,21.7534568235,0.0,179.0,right,sharpeningsteel,object,-13.2,-137.7,-13.2,-137.7,-0.0729281767956,-1.652,-13.2,-137.7,-0.112989791572,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,181.0,25.0,7.2511522745,0.213269184544,0.0400616147762,object_sharpeningsteel.png,174.0,0.0,0.0,0.0,0.0
424.910684882,1.0,control,2.0,garage,no,False,False,compatible,('handle_right',,7.0,0.0,85.0,150.0,550.0,313.0,004A,undefined,SS02.asc,zero,right,399.695428515,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,False,0.0,13.0,asymm_garage_paintbrush,3.0,7.0,right,20810229.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,48.0,20809664.0,477.5,541.9,20809616.0,158.318287004,490.3,384.1,12.0,20809930.0,445.2,566.1,20809918.0,25.8118189983,470.8,562.8,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,20809489.0,even,asymm,20808929.0,240.0,240.0,lower,-182.0,-6.0,180.0,-33.2045987775,0.0,-182.0,right,paintbrush,object,34.5,-157.9,-34.5,-157.9,-0.196022727273,-0.688571428571,-34.5,157.9,-0.133135229588,66.8,-182.1,-66.8,-182.1,-0.379545454545,0.00285714285714,-66.8,182.1,-0.316657956861,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,35.0,-11.0681995925,-0.325535282132,-0.0628874976847,object_paintbrush.png,127.0,429.0,0.0,0.0,0.0
188.60661198,1.0,control,2.0,garage,no,False,False,compatible,('handle_right',,7.0,0.0,85.0,150.0,480.0,337.0,004A,undefined,SS02.asc,zero,right,335.820527685,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel2,False,0.0,14.0,asymm_garage_chisel2,4.0,7.0,right,20843991.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,58.0,20843681.0,480.8,596.5,20843623.0,198.600906342,481.4,397.9,13.0,20843843.0,452.4,583.8,20843830.0,27.0769274476,477.4,594.2,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,20843463.0,even,asymm,20842973.0,249.0,249.0,lower,-180.0,-6.0,180.0,1.20575132064,0.0,-180.0,right,chisel2,object,31.2,-212.5,-31.2,-212.5,-0.177272727273,0.928571428571,-31.2,212.5,-0.179556347198,59.6,-199.8,-59.6,-199.8,-0.338636363636,0.565714285714,-59.6,199.8,-0.340919983562,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,35.0,0.40191710688,0.0118210913788,0.00228361992545,object_chisel2.png,160.0,367.0,0.0,0.0,0.0
446.144822971,1.0,control,2.0,garage,no,False,False,compatible,('handle_right',,7.0,0.0,85.0,150.0,505.0,334.0,004A,undefined,SS02.asc,zero,right,359.898982804,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,wrench,False,0.0,16.0,asymm_garage_wrench,4.0,7.0,right,20855325.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,58.0,20854726.0,461.2,195.9,20854668.0,199.518545504,484.1,394.1,19.0,20854903.0,426.8,200.3,20854884.0,25.1575038507,451.9,202.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,20854544.0,even,asymm,20854034.0,252.0,252.0,upper,202.0,5.0,0.0,-21.1258078553,0.0,202.0,right,wrench,object,-50.8,-188.1,-50.8,-188.1,-0.288636363636,-0.397142857143,-50.8,-188.1,-0.24862536391,-85.2,-183.7,-85.2,-183.7,-0.484090909091,-0.522857142857,-85.2,-183.7,-0.444079909365,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,35.0,-7.04193595177,-0.207115763287,-0.0400109997259,object_wrench.png,124.0,340.0,0.0,0.0,0.0
157.893272983,1.0,control,2.0,garage,no,False,False,incompatible,('handle_left',,7.0,0.0,85.0,150.0,576.0,321.0,004A,undefined,SS02.asc,overlap,left,427.904016563,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,screwdriver,False,0.0,16.0,asymm_garage_screwdriver,5.0,7.0,right,20906671.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,43.0,20906374.0,456.3,226.7,20906331.0,173.300461627,483.2,397.9,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,20906190.0,even,asymm,20905610.0,265.0,265.0,upper,199.0,5.0,0.0,-53.8138704136,0.0,199.0,left,screwdriver,object,-55.7,-157.3,55.7,-157.3,0.327647058824,-1.7375,-55.7,-157.3,0.433164451791,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,170.0,24.0,-17.9379568045,-0.527586964839,-0.105517392968,object_screwdriver.png,141.0,0.0,0.0,0.0,0.0
840.806445064,1.0,control,2.0,garage,no,False,False,incompatible,('handle_left',,7.0,0.0,85.0,150.0,524.0,313.0,004A,undefined,SS02.asc,overlap,left,372.074406172,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,mallet,False,0.0,14.0,asymm_garage_mallet,4.0,7.0,right,20931828.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,59.0,20930865.0,494.2,611.5,20930806.0,205.719469181,484.7,406.0,21.0,20931033.0,526.2,617.3,20931012.0,34.1150992964,492.2,614.5,17.0,20931350.0,533.5,620.9,20931333.0,9.27200086281,524.6,623.5,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,3.0,3.0,yes,180.0,240.0,20930672.0,even,asymm,20930142.0,271.0,271.0,lower,-215.0,-7.0,180.0,36.4525052012,0.0,-215.0,left,mallet,object,17.8,-227.5,17.8,-227.5,0.10987654321,0.154320987654,-17.8,227.5,0.0348713884749,-14.2,-233.3,-14.2,-233.3,-0.0876543209877,0.225925925926,14.2,233.3,-0.162659475723,-21.5,-236.9,-21.5,-236.9,-0.132716049383,0.27037037037,21.5,236.9,-0.207721204118,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,162.0,81.0,12.1508350671,0.357377501973,0.075005154735,object_mallet.png,134.0,340.0,661.0,0.0,0.0
230.391515853,1.0,control,2.0,kitchen,no,False,False,compatible,('handle_left',,6.0,0.0,85.0,150.0,962.0,323.0,004A,undefined,SS02.asc,zero,left,263.032823445,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,False,0.0,15.0,asymm_kitchen_peeler,5.0,6.0,left,20939368.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,65.0,20939018.0,493.2,650.8,20938953.0,247.648884512,482.1,403.4,27.0,20939243.0,512.4,647.7,20939216.0,18.3174779923,494.1,646.9,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,20938813.0,even,asymm,20937843.0,273.0,273.0,lower,-234.0,-7.0,180.0,0.764102748085,0.0,-234.0,left,peeler,object,18.8,-266.8,18.8,-266.8,0.130555555556,1.36666666667,-18.8,266.8,0.128786799194,-0.4,-263.7,-0.4,-263.7,-0.00277777777778,1.2375,0.4,263.7,-0.00454653413909,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,144.0,24.0,0.254700916028,0.0074912034126,0.00176875636131,object_peeler.png,140.0,403.0,0.0,0.0,0.0
187.866671679,1.0,control,2.0,garage,no,False,False,incompatible,('handle_left',,7.0,0.0,85.0,150.0,581.0,310.0,004A,undefined,SS02.asc,zero,left,432.830673547,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,False,0.0,16.0,asymm_garage_hammer,5.0,7.0,right,20967706.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,56.0,20967400.0,488.5,223.8,20967344.0,179.807591608,476.4,403.2,22.0,20967583.0,529.2,225.3,20967561.0,44.725160704,484.5,223.8,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,20967206.0,even,asymm,20966617.0,280.0,280.0,upper,175.0,5.0,0.0,49.2380396484,0.0,175.0,left,hammer,object,-23.5,-160.2,23.5,-160.2,0.142424242424,-0.180487804878,-23.5,-160.2,0.0429534552558,17.2,-158.7,-17.2,-158.7,-0.104242424242,-0.198780487805,17.2,-158.7,-0.203713211411,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,165.0,82.0,16.4126798828,0.482725878906,0.0994707871685,object_hammer.png,138.0,355.0,0.0,0.0,0.0
276.828640386,1.0,control,2.0,garage,no,False,False,compatible,('handle_right',,7.0,0.0,85.0,150.0,569.0,353.0,004A,undefined,SS02.asc,overlap,right,349.999571877,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,screwdriver,False,0.0,17.0,asymm_garage_screwdriver,6.0,7.0,right,20971368.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,52.0,20970962.0,493.5,614.7,20970910.0,207.265481931,478.2,408.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,20970737.0,even,asymm,20970157.0,281.0,281.0,lower,-217.0,-7.0,180.0,53.8138704136,0.0,-217.0,right,screwdriver,object,18.5,-230.7,-18.5,-230.7,-0.108823529412,0.570833333333,-18.5,230.7,-0.21434092238,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,170.0,24.0,17.9379568045,0.527586964839,0.105517392968,object_screwdriver.png,173.0,0.0,0.0,0.0,0.0
157.599121811,1.0,control,2.0,kitchen,no,False,False,compatible,('handle_left',,6.0,0.0,85.0,150.0,915.0,415.0,004A,undefined,SS02.asc,overlap,left,362.596437342,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,1.0,spoon,False,0.0,17.0,asymm_kitchen_spoon,6.0,6.0,left,20981452.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,54.0,20981161.0,522.9,618.2,20981107.0,219.132516985,485.4,402.3,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,20980878.0,even,asymm,20979958.0,283.0,283.0,lower,-231.0,-7.0,180.0,13.4578679943,0.0,-231.0,left,spoon,object,-10.9,-234.2,-10.9,-234.2,-0.0592391304348,0.106666666667,10.9,234.2,-0.0836193260766,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,184.0,30.0,4.4859559981,0.131939882297,0.0243801956418,object_spoon.png,229.0,0.0,0.0,0.0,0.0
626.576633258,1.0,control,2.0,garage,no,False,False,compatible,('handle_right',,7.0,0.0,85.0,150.0,603.0,332.0,004A,undefined,SS02.asc,zero,right,455.329093399,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,mallet,False,0.0,15.0,asymm_garage_mallet,5.0,7.0,right,20991379.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,43.0,20990583.0,471.4,218.6,20990540.0,181.455063308,478.9,399.9,22.0,20990757.0,429.9,176.1,20990735.0,47.555441329,471.3,199.5,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,2.0,3.0,yes,180.0,240.0,20990419.0,even,asymm,20989809.0,285.0,285.0,upper,225.0,6.0,0.0,-36.4525052012,0.0,225.0,right,mallet,object,-40.6,-165.4,-40.6,-165.4,-0.250617283951,-0.735802469136,-40.6,-165.4,-0.175612129216,-82.1,-207.9,-82.1,-207.9,-0.506790123457,-0.211111111111,-82.1,-207.9,-0.431784968722,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,162.0,81.0,-12.1508350671,-0.357377501973,-0.075005154735,object_mallet.png,121.0,316.0,0.0,0.0,0.0
259.463576966,1.0,control,3.0,kitchen,no,False,False,incompatible,('handle_left',,7.0,0.0,85.0,150.0,538.0,422.0,004A,undefined,SS02.asc,overlap,left,419.110735914,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,False,0.0,18.0,asymm_kitchen_spoon2,1.0,7.0,right,21056369.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,48.0,21055934.0,520.7,501.0,21055886.0,125.876526803,492.6,378.3,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,1.0,3.0,yes,180.0,240.0,21055686.0,even,asymm,21055136.0,291.0,291.0,lower,-179.0,-6.0,180.0,12.0262630064,0.0,-179.0,left,spoon2,object,-8.7,-117.0,-8.7,-117.0,-0.0494318181818,-1.40909090909,8.7,117.0,-0.0722088314515,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,-1000.0,176.0,44.0,4.00875433547,0.117904539278,0.0227770132697,object_spoon2.png,200.0,0.0,0.0,0.0,0.0
