effect,est,se,t
(Intercept),0.00712617902555,0.00851508578069,0.836888694852
saccLat1,-5.70818061001e-05,4.3567627581e-05,-1.31018853377
stim_typeobject,0.0216804192701,0.015766838497,1.3750644604
saccLat1:stim_typeobject,-0.000256581534746,4.11948945272e-05,-6.22847898243
