effect,est,se,t
(Intercept),0.00608373386037,0.00739858339355,0.822283609816
saccLat1,-5.21663478122e-05,3.7276306653e-05,-1.39945054905
stim_typeobject,0.0121802509945,0.0203315502271,0.59908127312
saccLat1:stim_typeobject,-0.000199003879761,3.13668097725e-05,-6.3444093041
