_dummy,_prepare,_run,acc,accuracy,aspectRatio,auto_log,average_response_time,avg_rt,background,bidi,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,correct,correct__boks,correct_boks,correct_continue_after_feedback,correct_continue_after_instructions,correct_continue_after_practice,correct_end_of_experiment_keypress,correct_response,count_TODO,count__eyelink_stop_recording,count__loop,count__practice_block_loop,count__practice_block_sequence,count_block_loop,count_block_sequence,count_cog_dict,count_constants,count_correct_response,count_display,count_end_of_experiment,count_end_of_experiment_keypress,count_end_of_practice,count_end_practice,count_experiment,count_experimental_loop,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_feedback_correct,count_feedback_incorrect,count_feedback_info,count_logger,count_loop,count_practice_block_loop,count_practice_block_sequence,count_practice_loop,count_ratio_px_degrees,count_reset_feedback,count_response_msg,count_rotate,count_sequence,count_start_practice,count_trial_sequence,currBlock,cycles,description,dev,direction,duration,ecc,feedback_dur,flip,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,hScaled,hStim,height,item,keyboard_backend,log_msg,maxEccDegr,minEccDegr,mode,mouse_backend,msg,note,order,path,practice,pxDegrRatio,realAngle,repeat,repeat_cycle,reset_variables,respNon,respObject,response,response__boks,response_boks,response_continue_after_feedback,response_continue_after_instructions,response_continue_after_practice,response_end_of_experiment_keypress,response_end_of_practice,response_time,response_time__boks,response_time_boks,response_time_continue_after_feedback,response_time_continue_after_instructions,response_time_continue_after_practice,response_time_end_of_experiment_keypress,response_time_end_of_practice,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,skip,start,start_response_interval,stimRotARadial,stimRotBRadial,stim_name,stim_type,subject_nr,subject_parity,synth_backend,throttle,time_TODO,time__eyelink_stop_recording,time__loop,time__practice_block_loop,time__practice_block_sequence,time_block_loop,time_block_sequence,time_cog_dict,time_constants,time_correct_response,time_display,time_end_of_experiment,time_end_of_experiment_keypress,time_end_of_practice,time_end_practice,time_experiment,time_experimental_loop,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_feedback_correct,time_feedback_incorrect,time_feedback_info,time_logger,time_loop,time_practice_block_loop,time_practice_block_sequence,time_practice_loop,time_ratio_px_degrees,time_reset_feedback,time_response_msg,time_rotate,time_sequence,time_start_practice,time_trial_sequence,timeout,title,totalBlocks,tracker_attached,transparent_variables,visual_field,wScaled,wStim,width,xCen,xCog,xStim,xpos,yCen,yStim,ypos
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","108","108","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","108","NA","NA","NA","NA","0","NA","NA","0","NA","NA","108","0","NA","Logs experimental data","NA","20","NA","217","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_knife.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.57382270787","knife","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","13412.8119946","13412.8351212","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","13462.5849724","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","13412.7271175","NA","Extended template","NA","NA","no","upper","240","720","1024","512","1.97018009304","-74","NA","384","203","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","109","109","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","109","NA","NA","NA","NA","0","NA","NA","0","NA","NA","109","0","NA","Logs experimental data","NA","0","NA","193","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_chisel2.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.57744094662","chisel2","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","13541.8870449","13541.9101715","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","13578.0119896","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","13541.8100357","NA","Extended template","NA","NA","no","upper","240","720","1024","512","3.84729150124","-1","NA","384","192","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","110","110","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","110","NA","NA","NA","NA","0","NA","NA","0","NA","NA","110","0","NA","Logs experimental data","NA","20","NA","197","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_knife.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.56746270108","knife","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","13656.6541195","13656.6779613","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","13695.51301","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","13656.578064","NA","Extended template","NA","NA","no","lower","240","720","1024","512","1.97018009304","66","NA","384","-185","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","111","111","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","111","NA","NA","NA","NA","0","NA","NA","0","NA","NA","111","0","NA","Logs experimental data","NA","0","NA","208","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_knife.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.56763899739","knife","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","13772.8769779","13772.8991508","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","13810.1501465","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","13772.8030682","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-1.97018009304","0","NA","384","207","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","112","112","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","112","NA","NA","NA","NA","0","NA","NA","0","NA","NA","112","0","NA","Logs experimental data","NA","-20","NA","191","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_fork.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.62363573863","fork","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","13887.5410557","13887.5660896","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","13950.2050877","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","13887.4549866","NA","Extended template","NA","NA","no","upper","240","720","1024","512","30.3051923001","55","NA","384","182","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","113","113","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","113","NA","NA","NA","NA","0","NA","NA","0","NA","NA","113","0","NA","Logs experimental data","NA","20","NA","177","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_knife.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.56845281824","knife","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14041.8810844","14041.9039726","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14077.7580738","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14041.8059826","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-1.2444053216","-60","NA","384","166","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","114","114","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","114","NA","NA","NA","NA","0","NA","NA","0","NA","NA","114","0","NA","Logs experimental data","NA","0","NA","205","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_washingbrush.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.51450411365","washingbrush","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14155.9979916","14156.0211182","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14195.0440407","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14155.919075","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-34.656325292","11","NA","384","204","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","115","115","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","115","NA","NA","NA","NA","0","NA","NA","0","NA","NA","115","0","NA","Logs experimental data","NA","-20","NA","202","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_sharpeningsteel.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.52545511008","sharpeningsteel","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14273.4601498","14273.4830379","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14312.7660751","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14273.3840942","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-27.4956219826","77","NA","384","186","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","116","116","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","116","NA","NA","NA","NA","0","NA","NA","0","NA","NA","116","0","NA","Logs experimental data","NA","-20","NA","205","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_washingbrush.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.51450411365","washingbrush","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14390.9611702","14390.9840584","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14431.6930771","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14390.8860683","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-34.656325292","80","NA","384","188","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","117","117","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","117","NA","NA","NA","NA","0","NA","NA","0","NA","NA","117","0","NA","Logs experimental data","NA","20","NA","194","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.54602819305","spoon","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14509.1240406","14509.1500282","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14559.7081184","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14509.0370178","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-14.4180022509","-61","NA","384","183","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","118","118","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","118","NA","NA","NA","NA","0","NA","NA","0","NA","NA","118","0","NA","Logs experimental data","NA","20","NA","204","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon2.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.59102179023","spoon2","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14644.1261768","14644.149065","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14696.3350773","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14644.0420151","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-12.3796717148","73","NA","384","-190","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","119","119","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","119","NA","NA","NA","NA","0","NA","NA","0","NA","NA","119","0","NA","Logs experimental data","NA","20","NA","214","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_spoon2.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.55051371037","spoon2","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14772.9051113","14772.9279995","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14812.0729923","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14772.8300095","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-13.0232256478","-69","NA","384","202","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","120","120","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","120","NA","NA","NA","NA","0","NA","NA","0","NA","NA","120","0","NA","Logs experimental data","NA","20","NA","176","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_paintbrush.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.51273704556","paintbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","14890.9230232","14890.9471035","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","14929.1400909","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","14890.846014","NA","Extended template","NA","NA","no","lower","240","720","1024","512","30.6897921115","50","NA","384","-168","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","121","121","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","121","NA","NA","NA","NA","0","NA","NA","0","NA","NA","121","0","NA","Logs experimental data","NA","20","NA","170","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon2.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.59506542703","spoon2","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","15009.0520382","15009.0751648","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","15045.894146","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","15008.9740753","NA","Extended template","NA","NA","no","upper","240","720","1024","512","12.3796717148","-62","NA","384","158","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","122","122","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","122","NA","NA","NA","NA","0","NA","NA","0","NA","NA","122","0","NA","Logs experimental data","NA","20","NA","174","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_chisel2.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.57701138841","chisel2","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","15124.808073","15124.8440742","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","15177.7009964","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","15124.7141361","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-3.24430393552","60","NA","384","-163","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","123","123","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","123","NA","NA","NA","NA","0","NA","NA","0","NA","NA","123","0","NA","Logs experimental data","NA","-20","NA","213","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_washingbrush.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.62435438025","washingbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","15259.7780228","15259.8030567","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","15296.7591286","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","15259.6991062","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-34.2563568121","-62","NA","384","-203","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","124","124","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","124","NA","NA","NA","NA","0","NA","NA","0","NA","NA","124","0","NA","Logs experimental data","NA","20","NA","182","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_chisel.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.61805492478","chisel","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","15375.5831718","15375.6129742","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","15414.0911102","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","15375.5071163","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-25.8224210823","70","NA","384","-167","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","125","125","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","125","NA","NA","NA","NA","0","NA","NA","0","NA","NA","125","0","NA","Logs experimental data","NA","0","NA","186","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_mallet.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.50255850328","mallet","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","15492.8531647","15492.8750992","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","15529.4601917","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","15492.7780628","NA","Extended template","NA","NA","no","lower","240","720","1024","512","38.1359159379","-12","NA","384","-185","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","126","126","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","126","NA","NA","NA","NA","0","NA","NA","0","NA","NA","126","0","NA","Logs experimental data","NA","-20","NA","197","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_washingbrush.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.51289773177","washingbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","15608.4389687","15608.4620953","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","15648.0071545","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","15608.3631516","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-34.2563568121","77","NA","384","180","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","127","127","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","127","NA","NA","NA","NA","0","NA","NA","0","NA","NA","127","0","NA","Logs experimental data","NA","0","NA","237","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.59107203204","spoon","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","15725.4221439","15725.4450321","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","15761.8331909","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","15725.3470421","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-14.4180022509","4","NA","384","-236","NA"
