_dummy,_prepare,_run,acc,accuracy,aspectRatio,auto_log,average_response_time,avg_rt,background,bidi,break_if,cal_beep,cal_target_size,canvas_backend,column_order,compensation,coordinates,correct,correct__boks,correct_boks,correct_continue_after_feedback,correct_continue_after_instructions,correct_continue_after_practice,correct_end_of_experiment_keypress,correct_response,count_TODO,count__eyelink_stop_recording,count__loop,count__practice_block_loop,count__practice_block_sequence,count_block_loop,count_block_sequence,count_cog_dict,count_constants,count_correct_response,count_display,count_end_of_experiment,count_end_of_experiment_keypress,count_end_of_practice,count_end_practice,count_experiment,count_experimental_loop,count_eyelink_calibrate,count_eyelink_drift_correct,count_eyelink_log,count_eyelink_start_recording,count_feedback_correct,count_feedback_incorrect,count_feedback_info,count_logger,count_loop,count_practice_block_loop,count_practice_block_sequence,count_practice_loop,count_ratio_px_degrees,count_reset_feedback,count_response_msg,count_rotate,count_sequence,count_start_practice,count_trial_sequence,currBlock,cycles,description,dev,direction,duration,ecc,feedback_dur,flip,flush,flush_keyboard,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,hScaled,hStim,height,item,keyboard_backend,log_msg,maxEccDegr,minEccDegr,mode,mouse_backend,msg,note,order,path,practice,pxDegrRatio,realAngle,repeat,repeat_cycle,reset_variables,respNon,respObject,response,response__boks,response_boks,response_continue_after_feedback,response_continue_after_instructions,response_continue_after_practice,response_end_of_experiment_keypress,response_end_of_practice,response_time,response_time__boks,response_time_boks,response_time_continue_after_feedback,response_time_continue_after_instructions,response_time_continue_after_practice,response_time_end_of_experiment_keypress,response_time_end_of_practice,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,skip,start,start_response_interval,stimRotARadial,stimRotBRadial,stim_name,stim_type,subject_nr,subject_parity,synth_backend,throttle,time_TODO,time__eyelink_stop_recording,time__loop,time__practice_block_loop,time__practice_block_sequence,time_block_loop,time_block_sequence,time_cog_dict,time_constants,time_correct_response,time_display,time_end_of_experiment,time_end_of_experiment_keypress,time_end_of_practice,time_end_practice,time_experiment,time_experimental_loop,time_eyelink_calibrate,time_eyelink_drift_correct,time_eyelink_log,time_eyelink_start_recording,time_feedback_correct,time_feedback_incorrect,time_feedback_info,time_logger,time_loop,time_practice_block_loop,time_practice_block_sequence,time_practice_loop,time_ratio_px_degrees,time_reset_feedback,time_response_msg,time_rotate,time_sequence,time_start_practice,time_trial_sequence,timeout,title,totalBlocks,tracker_attached,transparent_variables,visual_field,wScaled,wStim,width,xCen,xCog,xStim,xpos,yCen,yStim,ypos
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","0","0","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","0","NA","NA","NA","NA","0","NA","NA","0","NA","NA","0","0","NA","Logs experimental data","NA","-20","NA","206","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_paintbrush.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.5211772308","paintbrush","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","609.037160873","609.063148499","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","656.598091125","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","608.957052231","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-30.6897921115","79","NA","384","189","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","1","1","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","0","NA","NA","0","NA","NA","1","0","NA","Logs experimental data","NA","-20","NA","225","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_wrench.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.60382536379","wrench","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","753.025054932","753.054141998","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","803.841114044","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","752.941131592","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-22.3027106995","-69","NA","384","-213","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","2","2","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","0","NA","NA","0","NA","NA","2","0","NA","Logs experimental data","NA","-20","NA","205","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_wrench.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.53441611634","wrench","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","886.778116226","886.80100441","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","934.103012085","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","886.690139771","NA","Extended template","NA","NA","no","lower","240","720","1024","512","22.3837053908","-77","NA","384","-189","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","3","3","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","NA","0","NA","NA","0","NA","NA","3","0","NA","Logs experimental data","NA","0","NA","198","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.57014942006","peeler","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1012.0010376","1012.02297211","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1051.13005638","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1011.92617416","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-0.384262651214","0","NA","384","197","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","4","4","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","0","NA","NA","0","NA","NA","4","0","NA","Logs experimental data","NA","-20","NA","173","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_chisel.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.52108313786","chisel","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1129.45699692","1129.49204445","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1167.9110527","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1129.31919098","NA","Extended template","NA","NA","no","lower","240","720","1024","512","25.8224210823","-67","NA","384","-159","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","5","5","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","0","NA","NA","0","NA","NA","5","0","NA","Logs experimental data","NA","-20","NA","190","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_screwdriver.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.4895637061","screwdriver","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1245.79811096","1245.82004547","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1285.16101837","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1245.72300911","NA","Extended template","NA","NA","no","lower","240","720","1024","512","46.4047095766","-79","NA","384","-172","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","6","6","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","0","NA","NA","0","NA","NA","6","0","NA","Logs experimental data","NA","0","NA","174","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_mallet.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.64278943204","mallet","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1363.67297173","1363.69609833","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1401.24416351","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1363.59119415","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-37.6454623251","12","NA","384","-173","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","7","7","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","7","NA","NA","NA","NA","0","NA","NA","0","NA","NA","7","0","NA","Logs experimental data","NA","20","NA","184","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_chisel.png","no","34","20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0.349065850399","1.52508759865","chisel","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1480.80015182","1480.82399368","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1518.77307892","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1480.7240963","NA","Extended template","NA","NA","no","upper","240","720","1024","512","-25.2488043898","-54","NA","384","175","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","8","8","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","8","NA","NA","NA","NA","0","NA","NA","0","NA","NA","8","0","NA","Logs experimental data","NA","0","NA","209","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.57018346778","peeler","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1597.12314606","1597.14603424","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1633.82005692","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1597.04208374","NA","Extended template","NA","NA","no","lower","240","720","1024","512","0.384262651214","0","NA","384","-208","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","9","9","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","9","NA","NA","NA","NA","0","NA","NA","0","NA","NA","9","0","NA","Logs experimental data","NA","-20","NA","221","0","right","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_chisel2.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.57659911461","chisel2","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1714.65301514","1714.67709541","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1752.79808044","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1714.57505226","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-3.84729150124","-74","NA","384","-208","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","10","10","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","10","NA","NA","NA","NA","0","NA","NA","0","NA","NA","10","0","NA","Logs experimental data","NA","-20","NA","200","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_spoon.png","no","34","-20","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","-0.349065850399","1.59492005431","spoon","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1831.96115494","1831.9849968","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1867.49601364","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1831.88605309","NA","Extended template","NA","NA","no","upper","240","720","1024","512","14.4770449464","63","NA","384","189","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","11","11","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","11","NA","NA","NA","NA","0","NA","NA","0","NA","NA","11","0","NA","Logs experimental data","NA","20","NA","223","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_mallet.png","no","34","200","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.49065850399","1.62773906039","mallet","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","1946.5341568","1946.55704498","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","1985.9790802","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","1946.46000862","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-38.1359159379","88","NA","384","-204","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","12","12","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","12","NA","NA","NA","NA","0","NA","NA","0","NA","NA","12","0","NA","Logs experimental data","NA","-20","NA","174","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_screwdriver.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.65937072785","screwdriver","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2064.49103355","2064.51511383","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2101.62496567","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2064.40997124","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-46.3571312645","-44","NA","384","-168","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","13","13","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","13","NA","NA","NA","NA","0","NA","NA","0","NA","NA","13","0","NA","Logs experimental data","NA","0","NA","227","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_fork.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.61526800252","fork","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2180.24706841","2180.26995659","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2218.20998192","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2180.16910553","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-30.3051923001","10","NA","384","-226","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","14","14","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","14","NA","NA","NA","NA","0","NA","NA","0","NA","NA","14","0","NA","Logs experimental data","NA","-20","NA","219","0","right","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_spoon.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.59273801384","spoon","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2296.88310623","2296.90718651","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2336.13801003","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2296.80418968","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-14.4180022509","-70","NA","384","-207","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","15","15","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","15","NA","NA","NA","NA","0","NA","NA","0","NA","NA","15","0","NA","Logs experimental data","NA","0","NA","179","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_peeler.png","no","34","180","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","3.14159265359","1.57124649135","peeler","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2415.29607773","2415.31896591","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2452.11911201","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2415.2200222","NA","Extended template","NA","NA","no","lower","240","720","1024","512","-0.241738381174","0","NA","384","-178","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","16","16","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","16","NA","NA","NA","NA","0","NA","NA","0","NA","NA","16","0","NA","Logs experimental data","NA","0","NA","192","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_paintbrush.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.62390166449","paintbrush","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2532.05299377","2532.07707405","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2568.66908073","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2531.97407722","NA","Extended template","NA","NA","no","upper","240","720","1024","512","30.6174621439","-10","NA","384","191","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","17","17","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","17","NA","NA","NA","NA","0","NA","NA","0","NA","NA","17","0","NA","Logs experimental data","NA","0","NA","215","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_peeler.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.57139208277","peeler","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2647.42302895","2647.44710922","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2685.82415581","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2647.34816551","NA","Extended template","NA","NA","no","upper","240","720","1024","512","0.384262651214","0","NA","384","214","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","NA","0","0","NA","0","18","18","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","18","NA","NA","NA","NA","0","NA","NA","0","NA","NA","18","0","NA","Logs experimental data","NA","0","NA","173","0","left","NA","NA","no","mono","no","18","NA","black","zero","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/object_fork.png","no","34","0","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","0","1.63051712544","fork","object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2765.76805115","2765.79213142","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2801.55301094","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2765.68818092","NA","Extended template","NA","NA","no","upper","240","720","1024","512","31.0319959052","-10","NA","384","172","NA"
"NA","NA","NA","undefined","undefined","1.33333333333","yes","undefined","undefined","white","no","NA","NA","NA","psycho","NA","0","relative","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA","0","0","NA","0","19","19","0","NA","NA","NA","0","0","NA","NA","NA","NA","NA","NA","NA","19","NA","NA","NA","NA","0","NA","NA","0","NA","NA","19","0","NA","Logs experimental data","NA","-20","NA","171","0","left","NA","NA","no","mono","no","18","NA","black","overlap","180","540","768","NA","psycho","NA","7","5","NA","psycho","NA","NA","NA","/home/sebastiaan/Data/0055 Lotje's single object displays/0055D Simulation 2/experiment/004C/non-object_wrench.png","no","34","160","NA","0","NA","1","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","legacy","3","NA","experiment","None","2.79252680319","1.52734861666","wrench","non-object","999","odd","legacy","NA","NA","NA","NA","NA","NA","520.684957504","520.573139191","NA","520.059108734","2881.31713867","2881.34002686","NA","NA","NA","NA","519.922018051","520.146131516","NA","NA","NA","NA","NA","NA","NA","2920.27997971","NA","NA","NA","NA","520.112991333","NA","NA","520.091056824","NA","NA","2881.24012947","NA","Extended template","NA","NA","no","lower","240","720","1024","512","22.3027106995","-65","NA","384","-157","NA"
