effect,est,se,t
(Intercept),0.0472992771963,0.00837230604838,5.64949213788
saccLat1,-7.18616454508e-05,3.83290168704e-05,-1.87486273634
response_handright,0.00801792606407,0.00385283589565,2.08104530824
handle_sideright,-0.00357728930165,0.00385269569598,-0.928515923379
y_stim,9.81890455047e-06,9.55345452759e-06,1.02778576295
