effect,est,se,t
(Intercept),-0.0425558605251,0.0192051848057,-2.2158526958
saccLat2,7.31363422225e-05,4.01544935294e-05,1.82137379392
response_handright,0.00449176602966,0.00753384578447,0.596211570844
handle_sideright,0.0131973741986,0.00755192973295,1.74754991972
y_stim,5.03900417678e-05,1.8627426045e-05,2.70515323191
