effect,est,se,t
(Intercept),-0.108414365315,0.0326281081908,-3.32272912303
saccLat2,-0.00014777401783,5.11879544146e-05,-2.886890471
response_handright,0.0126787817919,0.00674016337732,1.88107929766
y_stim,-2.21392336931e-05,1.65087521933e-05,-1.34106039232
