RT,accuracy,aff_lum,block_count,boxHeight,boxWidth,cat,catch_trial,comp,contrast_side,corrDirection,corrDirectionMask,correct_response,cutoff_warning_msg,dev_for_warning,durationFix1,durationFix2,durationFix3,eTimeSacc1,eTimeSacc2,eTimeSacc3,endX1,endX1Corr,endX1CorrDegrees,endX1CorrMask,endX1CorrMaskDegrees,endX1CorrMaskNorm,endX1CorrNorm,endX1CorrNormToContrast,endX1CorrNormToHandle,endX1Degrees,endX1Norm,endX1NormToContrast,endX1NormToHandle,endX2,endX2Corr,endX2CorrDegrees,endX2CorrMask,endX2CorrMaskDegrees,endX2CorrMaskNorm,endX2CorrNorm,endX2CorrNormToContrast,endX2CorrNormToHandle,endX2Degrees,endX2Norm,endX2NormToContrast,endX2NormToHandle,endX3,endX3Corr,endX3CorrDegrees,endX3CorrMask,endX3CorrMaskDegrees,endX3CorrMaskNorm,endX3CorrNorm,endX3CorrNormToContrast,endX3CorrNormToHandle,endX3Degrees,endX3Norm,endX3NormToContrast,endX3NormToHandle,endXRaw1,endXRaw2,endXRaw3,endY1,endY1Corr,endY1CorrNorm,endY1Degrees,endY1Norm,endY2,endY2Corr,endY2CorrNorm,endY2Degrees,endY2Norm,endY3,endY3Corr,endY3CorrNorm,endY3Degrees,endY3Norm,endYRaw1,endYRaw2,endYRaw3,eye_used,file,fixCount,gap,gazeDur,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,outlier,overall_rep,picture_name,refixProb,rep,response,response_hand,rtFromLanding,rtFromStim,sTimeSacc1,sTimeSacc2,sTimeSacc3,saccCount,saccDur1,saccDur2,saccDur3,saccLandingTime1,saccLandingTime2,saccLandingTime3,saccLat1,saccLat2,saccLat3,scale,scale_item,scaled_height,scaled_width,startX1,startX1Corr,startX1CorrDegrees,startX1CorrMask,startX1CorrMaskDegrees,startX1CorrMaskNorm,startX1CorrNorm,startX1Degrees,startX1Norm,startX2,startX2Corr,startX2CorrDegrees,startX2CorrMask,startX2CorrMaskDegrees,startX2CorrMaskNorm,startX2CorrNorm,startX2Degrees,startX2Norm,startX3,startX3Corr,startX3CorrDegrees,startX3CorrMask,startX3CorrMaskDegrees,startX3CorrMaskNorm,startX3CorrNorm,startX3Degrees,startX3Norm,startXRaw1,startXRaw2,startXRaw3,startY1,startY1Corr,startY1CorrNorm,startY1Degrees,startY1Norm,startY2,startY2Corr,startY2CorrNorm,startY2Degrees,startY2Norm,startY3,startY3Corr,startY3CorrNorm,startY3Degrees,startY3Norm,startYRaw1,startYRaw2,startYRaw3,stimOnset,subject_parity,symm,timestampFixOnset,timestampResponse,trialId,trial_count,visual_field,xCoG,xCoGMask,xFix1,xFix2,xFix3,xStimNormal,yCoG,yCoGMask,yCoGMaskZero,yCoGZero,yFix1,yFix2,yFix3,yStimNormal,y_stim,y_stim_degrees,driftCorr,exp,heavySide,half,sacc_dir
802.093874963,1.0,control,0.0,27.0,176.333333333,garage,no,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,183,191,339,11928255.0,11928460,11928668,12.9,66.7138704136,2.02163243678,66.7138704136,2.02163243678,0.378339529756,0.378339529756,,-0.378339529756,0.390909090909,0.073156899811,,-0.073156899811,82.1,135.913870414,4.11860213375,135.913870414,4.11860213375,0.770778093083,0.770778093083,,-0.770778093083,2.48787878788,0.465595463138,,-0.465595463138,130.7,184.513870414,5.59132940647,184.513870414,5.59132940647,1.04639245981,1.04639245981,,-1.04639245981,3.96060606061,0.741209829868,,-0.741209829868,524.9,594.1,642.7,6.9,12.3217989139,0.456362922736,0.209090909091,0.255555555556,-3.1,2.32179891388,0.0859925523661,-0.0939393939394,-0.114814814815,6.6,12.0217989139,0.445251811625,0.2,0.244444444444,220.9,210.9,220.6,undefined,00408.asc,3.0,zero,713.0,left,394.619192207,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,1.0,screwdriver,0.0,3.0,asymm_garage_screwdriver,1.0,3.0,2.0,right,656.0,806.0,11928225.0,11928440,11928653,3.0,30.0,20,15,150.0,355,563,120.0,335,548,3.0,yes,180.0,240.0,3.0,56.8138704136,1.72163243678,56.8138704136,1.72163243678,0.322195862459,0.322195862459,0.0909090909091,0.0170132325142,23.3,77.1138704136,2.33678395193,77.1138704136,2.33678395193,0.437318735805,0.437318735805,0.706060606061,0.13213610586,93.8,147.613870414,4.47314758829,147.613870414,4.47314758829,0.837129699888,0.837129699888,2.84242424242,0.531947069943,515.0,535.3,605.8,160.7,166.121798914,6.15265921903,4.8696969697,5.95185185185,5.0,10.4217989139,0.385992552366,0.151515151515,0.185185185185,5.2,10.6217989139,0.393399959773,0.157575757576,0.192592592593,374.7,219.0,219.2,11928105.0,even,asymm,11927705.0,11928911.0,12163.0,31.0,upper,-53.8138704136,-53.8138704136,20.4,93.0,136.8,565.813870414,208.578201086,208.578201086,-5.42179891388,-5.42179891388,-169.8,-172.0,-162.3,214.0,170.0,5.0,True,004B,left__,first,604.9
923.501993218,1.0,control,0.0,32.0,176.0,garage,no,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,168,307,297,11932727.0,11932915,11933250,5.4,26.5258078553,0.80381235925,26.5258078553,0.80381235925,0.150714817359,0.150714817359,,0.150714817359,0.163636363636,0.0306818181818,,0.0306818181818,-38.5,-17.3741921447,-0.526490671053,-17.3741921447,-0.526490671053,-0.0987170008224,-0.0987170008224,,-0.0987170008224,-1.16666666667,-0.21875,,-0.21875,75.8,96.9258078553,2.93714569258,96.9258078553,2.93714569258,0.550714817359,0.550714817359,,0.550714817359,2.29696969697,0.430681818182,,0.430681818182,517.4,473.5,587.8,11.2,9.49816649739,0.296817703043,0.339393939394,0.35,-6.6,-8.30183350261,-0.259432296957,-0.2,-0.20625,-0.1,-1.80183350261,-0.0563072969567,-0.0030303030303,-0.003125,170.2,152.4,158.9,undefined,00408.asc,3.0,overlap,772.0,right,411.563119493,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,wrench,0.0,3.0,asymm_garage_wrench,1.0,3.0,2.0,right,727.0,929.0,11932689.0,11932897,11933224,3.0,38.0,18,26,202.0,390,725,164.0,372,699,3.0,yes,180.0,240.0,2.8,23.9258078553,0.725024480462,23.9258078553,0.725024480462,0.135942090087,0.135942090087,0.0848484848485,0.0159090909091,8.0,29.1258078553,0.882600238038,29.1258078553,0.882600238038,0.165487544632,0.165487544632,0.242424242424,0.0454545454545,-37.3,-16.1741921447,-0.490127034689,-16.1741921447,-0.490127034689,-0.0918988190042,-0.0918988190042,-1.1303030303,-0.211931818182,514.8,520.0,474.7,218.8,217.098166497,6.78431770304,6.6303030303,6.8375,7.4,5.69816649739,0.178067703043,0.224242424242,0.23125,-10.0,-11.7018335026,-0.365682296957,-0.30303030303,-0.3125,377.8,166.4,149.0,11932525.0,even,asymm,11932106.0,11933454.0,12164.0,32.0,upper,-21.1258078553,-21.1258078553,9.9,-37.9,84.6,533.125807855,160.701833503,160.701833503,1.70183350261,1.70183350261,-219.3,-234.1,-232.2,159.0,225.0,6.0,True,004B,left__,first,554.2
1085.90254897,1.0,control,0.0,66.6666666667,162.666666667,garage,no,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,259,301,247,11953906.0,11954173,11954496,-24.2,-60.6525052012,-1.83795470307,-60.6525052012,-1.83795470307,-0.372863761483,-0.372863761483,,0.372863761483,-0.733333333333,-0.148770491803,,0.148770491803,-3.1,-39.5525052012,-1.19856076367,-39.5525052012,-1.19856076367,-0.243150646729,-0.243150646729,,0.243150646729,-0.0939393939394,-0.0190573770492,,0.0190573770492,-60.4,-96.8525052012,-2.93492440004,-96.8525052012,-2.93492440004,-0.595404745089,-0.595404745089,,0.595404745089,-1.8303030303,-0.37131147541,,0.37131147541,487.8,508.9,451.6,3.1,2.68322434698,0.0402483652046,0.0939393939394,0.0465,7.9,7.48322434698,0.112248365205,0.239393939394,0.1185,6.4,5.98322434698,0.0897483652046,0.193939393939,0.096,162.1,166.9,165.4,undefined,00408.asc,4.0,overlap,911.0,left,457.313927555,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,mallet,0.0,2.0,asymm_garage_mallet,1.0,2.0,2.0,right,863.0,1091.0,11953866.0,11954167,11954476,4.0,40.0,6,20,228.0,495,818,188.0,489,798,3.0,yes,180.0,240.0,-8.7,-45.1525052012,-1.36825773337,-45.1525052012,-1.36825773337,-0.277576876237,-0.277576876237,-0.263636363636,-0.0534836065574,-13.8,-50.2525052012,-1.52280318791,-50.2525052012,-1.52280318791,-0.308929335253,-0.308929335253,-0.418181818182,-0.0848360655738,0.0999999999999,-36.3525052012,-1.1015910667,-36.3525052012,-1.1015910667,-0.223478515581,-0.223478515581,0.0030303030303,0.00061475409836,503.3,498.2,512.1,233.9,233.483224347,3.5022483652,7.08787878788,3.5085,10.2,9.78322434698,0.146748365205,0.309090909091,0.153,3.7,3.28322434698,0.0492483652046,0.112121212121,0.0555,392.9,169.2,162.7,11953678.0,even,asymm,11953218.0,11954769.0,12168.0,36.0,upper,36.4525052012,36.4525052012,-16.1,1.1,-66.2,475.547494799,159.416775653,159.416775653,0.416775653024,0.416775653024,-215.8,-221.7,-217.9,159.0,225.0,6.0,True,004B,right__,first,546.1
1251.17114686,1.0,control,0.0,32.3333333333,176.333333333,garage,no,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,169,113,604,12008924.0,12009117,12009255,-1.2,-34.4045987775,-1.04256359932,-34.4045987775,-1.04256359932,-0.195111146186,-0.195111146186,,0.195111146186,-0.0363636363636,-0.00680529300567,,0.00680529300567,-70.8,-104.004598777,-3.15165450841,-104.004598777,-3.15165450841,-0.589818140515,-0.589818140515,,0.589818140515,-2.14545454545,-0.401512287335,,0.401512287335,16.9,-16.3045987775,-0.494078750832,-16.3045987775,-0.494078750832,-0.0924646433505,-0.0924646433505,,0.0924646433505,0.512121212121,0.0958412098299,,-0.0958412098299,510.8,441.2,528.9,2.1,1.92701903509,0.0595985268585,0.0636363636364,0.0649484536082,-1.3,-1.47298096491,-0.0455561123167,-0.0393939393939,-0.040206185567,-11.1,-11.2729809649,-0.348648895822,-0.336363636364,-0.343298969072,150.1,146.7,136.9,undefined,00408.asc,4.0,overlap,1088.0,left,416.281950048,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,3.0,asymm_garage_paintbrush,1.0,3.0,2.0,right,1066.0,1256.0,12008884.0,12009095,12009232,4.0,40.0,22,23,190.0,383,521,150.0,361,498,3.0,yes,180.0,240.0,3.1,-30.1045987775,-0.912260569014,-30.1045987775,-0.912260569014,-0.170725512916,-0.170725512916,0.0939393939394,0.0175803402647,5.9,-27.3045987775,-0.827412084166,-27.3045987775,-0.827412084166,-0.154846495902,-0.154846495902,0.178787878788,0.0334593572779,-67.4,-100.604598777,-3.04862420538,-100.604598777,-3.04862420538,-0.570536476999,-0.570536476999,-2.04242424242,-0.382230623819,515.1,517.9,444.6,223.6,223.427019035,6.91011399078,6.77575757576,6.91546391753,6.2,6.02701903509,0.18640265057,0.187878787879,0.19175257732,-2.5,-2.67298096491,-0.0826695143786,-0.0757575757576,-0.0773195876289,371.6,154.2,145.5,12008734.0,even,asymm,12008314.0,12009990.0,12179.0,47.0,upper,33.2045987775,33.2045987775,5.3,-70.9,17.9,478.795401223,148.172980965,148.172980965,0.172980964907,0.172980964907,-233.3,-238.0,-249.9,148.0,236.0,6.0,True,004B,right__,first,534.1
934.309421252,1.0,control,0.0,22.0,144.666666667,kitchen,no,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,196,381,,12018472.0,12018686,,7.1,7.86410274808,0.238306143881,7.86410274808,0.238306143881,0.0543601572448,0.0543601572448,,0.0543601572448,0.215151515152,0.0490783410138,,0.0490783410138,-35.7,-34.9358972519,-1.05866355309,-34.9358972519,-1.05866355309,-0.241492377317,-0.241492377317,,-0.241492377317,-1.08181818182,-0.246774193548,,-0.246774193548,,,,,,,,,,,,,,519.1,476.3,,-13.0,-6.80649311944,-0.309386050884,-0.393939393939,-0.590909090909,-11.8,-5.60649311944,-0.254840596338,-0.357575757576,-0.536363636364,,,,,,579.0,580.2,,undefined,00408.asc,2.0,overlap,577.0,right,367.288225996,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,0.0,3.0,asymm_kitchen_peeler,1.0,3.0,1.0,left,763.0,940.0,12018432.0,12018670,,2.0,40.0,16,,177.0,391,,137.0,375,,3.0,yes,180.0,240.0,-4.2,-3.43589725192,-0.104118098543,-3.43589725192,-0.104118098543,-0.0237504418335,-0.0237504418335,-0.127272727273,-0.0290322580645,5.9,6.66410274808,0.201942507518,6.66410274808,0.201942507518,0.0460652263692,0.0460652263692,0.178787878788,0.0407834101382,,,,,,,,,,507.8,517.9,,-212.3,-206.106493119,-9.36847695997,-6.43333333333,-9.65,-18.0,-11.8064931194,-0.536658778156,-0.545454545455,-0.818181818182,,,,,,379.7,574.0,,12018295.0,even,asymm,12017925.0,12019235.0,12181.0,49.0,lower,-0.764102748085,-0.764102748085,5.7,-30.2,,512.764102748,585.806493119,585.806493119,-6.19350688056,-6.19350688056,193.1,198.7,,592.0,-208.0,-7.0,True,004B,left__,first,579.0
806.363083586,1.0,control,0.0,43.3333333333,176.333333333,kitchen,no,compatible,control, 'correction awayHandle', 'correction awayHandle',1.0,85.0,150.0,276,335,,12052080.0,12052366,,6.8,-24.090600737,-0.73001820415,-24.090600737,-0.73001820415,-0.136619663915,-0.136619663915,,0.136619663915,0.206060606061,0.0385633270321,,-0.0385633270321,22.4,-8.49060073696,-0.257290931423,-8.49060073696,-0.257290931423,-0.048150854841,-0.048150854841,,0.048150854841,0.678787878788,0.127032136106,,-0.127032136106,,,,,,,,,,,,,,518.8,534.4,,14.1,25.89068819,0.597477419768,0.427272727273,0.325384615385,0.6,12.39068819,0.28593895823,0.0181818181818,0.0138461538462,,,,,,582.1,568.6,,undefined,00408.asc,2.0,zero,611.0,left,381.397114002,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,washingbrush,0.0,4.0,asymm_kitchen_washingbrush,1.0,4.0,1.0,left,672.0,813.0,12052041.0,12052358,,2.0,39.0,8,,141.0,427,,102.0,419,,3.0,yes,180.0,240.0,-0.7,-31.590600737,-0.957290931423,-31.590600737,-0.957290931423,-0.1791527452,-0.1791527452,-0.0212121212121,-0.00396975425331,8.0,-22.890600737,-0.693654567787,-22.890600737,-0.693654567787,-0.129814370909,-0.129814370909,0.242424242424,0.0453686200378,,,,,,,,,,511.3,520.0,,-189.4,-177.60931181,-4.09867642639,-5.73939393939,-4.37076923077,6.0,17.79068819,0.410554342845,0.181818181818,0.138461538462,,,,,,378.6,574.0,,12051939.0,even,asymm,12051548.0,12052752.0,12188.0,56.0,lower,30.890600737,30.890600737,7.1,28.0,,481.109399263,556.20931181,556.20931181,-11.79068819,-11.79068819,192.9,184.6,,568.0,-184.0,-6.0,True,004B,right__,first,582.1
876.962197487,1.0,control,0.0,27.0,176.333333333,garage,no,compatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,271,261,119,12070338.0,12070635,12070916,-21.7,-75.5138704136,-2.28829910344,-75.5138704136,-2.28829910344,-0.428245011798,-0.428245011798,,-0.428245011798,-0.657575757576,-0.123062381853,,-0.123062381853,-89.5,-143.313870414,-4.34284455799,-143.313870414,-4.34284455799,-0.812744066618,-0.812744066618,,-0.812744066618,-2.71212121212,-0.507561436673,,-0.507561436673,-136.9,-190.713870414,-5.77920819435,-190.713870414,-5.77920819435,-1.08155314034,-1.08155314034,,-1.08155314034,-4.14848484848,-0.776370510397,,-0.776370510397,490.3,422.5,375.1,19.2,24.6217989139,0.911918478292,0.581818181818,0.711111111111,15.9,21.3217989139,0.78969625607,0.481818181818,0.588888888889,21.0,26.4217989139,0.978585144959,0.636363636364,0.777777777778,189.2,185.9,191.0,undefined,00408.asc,4.0,overlap,689.0,right,414.187782191,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,screwdriver,0.0,5.0,asymm_garage_screwdriver,1.0,5.0,2.0,right,666.0,883.0,12070304.0,12070611,12070898,4.0,34.0,24,18,217.0,514,795,183.0,490,777,3.0,yes,180.0,240.0,14.3,-39.5138704136,-1.19739001253,-39.5138704136,-1.19739001253,-0.224086221627,-0.224086221627,0.433333333333,0.0810964083176,-10.1,-63.9138704136,-1.93678395193,-63.9138704136,-1.93678395193,-0.362460512743,-0.362460512743,-0.306060606061,-0.0572778827977,-85.6,-139.413870414,-4.22466273981,-139.413870414,-4.22466273981,-0.790626864349,-0.790626864349,-2.59393939394,-0.485444234405,526.3,501.9,426.4,218.5,223.921798914,8.29339995977,6.62121212121,8.09259259259,19.2,24.6217989139,0.911918478292,0.581818181818,0.711111111111,22.3,27.7217989139,1.02673329311,0.675757575758,0.825925925926,388.5,189.2,192.3,12070121.0,even,asymm,12069701.0,12071004.0,12192.0,60.0,upper,53.8138704136,53.8138704136,-11.3,-87.5,-133.3,458.186129586,164.578201086,164.578201086,-5.42179891388,-5.42179891388,-194.9,-194.3,-194.8,170.0,214.0,6.0,True,004B,right__,first,573.2
751.675924903,1.0,control,0.0,42.6666666667,176.0,kitchen,no,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',1.0,85.0,150.0,247,354,97,12089906.0,12090173,12090548,6.8,18.8262630064,0.570492818376,18.8262630064,0.570492818376,0.106967403445,0.106967403445,,0.106967403445,0.206060606061,0.0386363636364,,0.0386363636364,-32.5,-20.4737369936,-0.620416272533,-20.4737369936,-0.620416272533,-0.1163280511,-0.1163280511,,-0.1163280511,-0.984848484848,-0.184659090909,,-0.184659090909,33.1,45.1262630064,1.36746251535,45.1262630064,1.36746251535,0.256399221627,0.256399221627,,0.256399221627,1.00303030303,0.188068181818,,0.188068181818,518.8,479.5,545.1,-0.8,-3.26475589433,-0.0765177162734,-0.0242424242424,-0.01875,-9.4,-11.8647558943,-0.278080216273,-0.284848484848,-0.2203125,-9.2,-11.6647558943,-0.273392716273,-0.278787878788,-0.215625,193.2,184.6,184.8,undefined,00408.asc,3.0,zero,698.0,right,441.741218165,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,0.0,4.0,asymm_kitchen_spoon2,1.0,4.0,1.0,left,635.0,758.0,12089870.0,12090155,12090529,3.0,36.0,18,19,123.0,390,765,87.0,372,746,3.0,yes,180.0,240.0,9.6,21.6262630064,0.655341303224,21.6262630064,0.655341303224,0.122876494355,0.122876494355,0.290909090909,0.0545454545455,12.2,24.2262630064,0.734129182012,24.2262630064,0.734129182012,0.137649221627,0.137649221627,0.369696969697,0.0693181818182,-23.8,-11.7737369936,-0.356779908897,-11.7737369936,-0.356779908897,-0.0668962329182,-0.0668962329182,-0.721212121212,-0.135227272727,521.6,524.2,488.2,189.7,187.235244106,4.38832603373,5.74848484848,4.44609375,-0.3,-2.76475589433,-0.0647989662734,-0.00909090909091,-0.00703125,-6.3,-8.76475589433,-0.205423966273,-0.190909090909,-0.14765625,383.7,193.7,187.7,12089783.0,even,asymm,12089333.0,12090541.0,12196.0,64.0,upper,-12.0262630064,-12.0262630064,12.0,-26.6,36.6,524.026263006,196.464755894,196.464755894,2.46475589433,2.46475589433,-187.9,-198.2,-200.1,194.0,190.0,5.0,True,004B,left__,first,577.2
764.336424869,1.0,control,0.0,24.0,176.0,garage,no,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',2.0,85.0,150.0,222,380,40,12095994.0,12096239,12096645,17.7,42.2764355818,1.28110410854,42.2764355818,1.28110410854,0.240207020351,0.240207020351,,-0.240207020351,0.536363636364,0.100568181818,,-0.100568181818,74.9,99.4764355818,3.01443744187,99.4764355818,3.01443744187,0.565207020351,0.565207020351,,-0.565207020351,2.2696969697,0.425568181818,,-0.425568181818,-0.8,23.7764355818,0.720498047934,23.7764355818,0.720498047934,0.135093383988,0.135093383988,,-0.135093383988,-0.0242424242424,-0.00454545454545,,0.00454545454545,529.7,586.9,511.2,-38.4,-35.3027401217,-1.47094750507,-1.16363636364,-1.6,-3.7,-0.602740121659,-0.0251141717358,-0.112121212121,-0.154166666667,-9.7,-6.60274012166,-0.275114171736,-0.293939393939,-0.404166666667,528.6,563.3,557.3,undefined,00408.asc,3.0,zero,642.0,left,423.155627483,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,0.0,4.0,asymm_garage_chisel,1.0,4.0,2.0,right,589.0,769.0,12095960.0,12096218,12096621,3.0,34.0,21,24,180.0,425,831,146.0,404,807,3.0,yes,180.0,240.0,7.5,32.0764355818,0.972013199449,32.0764355818,0.972013199449,0.182252474897,0.182252474897,0.227272727273,0.0426136363636,16.3,40.8764355818,1.23867986612,40.8764355818,1.23867986612,0.232252474897,0.232252474897,0.493939393939,0.0926136363636,84.7,109.276435582,3.31140713884,109.276435582,3.31140713884,0.620888838533,0.620888838533,2.56666666667,0.48125,519.5,528.3,596.7,-179.4,-176.302740122,-7.34594750507,-5.43636363636,-7.475,-43.6,-40.5027401217,-1.68761417174,-1.32121212121,-1.81666666667,-4.2,-1.10274012166,-0.0459475050691,-0.127272727273,-0.175,387.6,523.4,562.8,12095814.0,even,asymm,12095383.0,12096583.0,12197.0,65.0,lower,-24.5764355818,-24.5764355818,18.6,78.7,6.2,536.576435582,563.902740122,563.902740122,-3.09725987834,-3.09725987834,141.8,176.7,173.2,567.0,-183.0,-6.0,True,004B,left__,first,528.6
735.927294441,1.0,control,0.0,24.0,181.333333333,kitchen,no,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',1.0,85.0,150.0,111,,,12132219.0,,,-38.7,-60.4534568235,-1.83192293405,-60.4534568235,-1.83192293405,-0.333383033953,-0.333383033953,,-0.333383033953,-1.17272727273,-0.213419117647,,-0.213419117647,,,,,,,,,,,,,,,,,,,,,,,,,,,473.3,,,-52.0,-44.5597742043,-1.85665725851,-1.57575757576,-2.16666666667,,,,,,,,,,,535.0,,,undefined,00408.asc,1.0,overlap,111.0,right,391.684308977,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,sharpeningsteel,0.0,4.0,asymm_kitchen_sharpeningsteel,0.0,4.0,1.0,left,11.0,742.0,12132183.0,,,1.0,36.0,,,731.0,,,695.0,,,3.0,yes,180.0,240.0,-14.3,-36.0534568235,-1.09252899465,-36.0534568235,-1.09252899465,-0.198824210424,-0.198824210424,-0.433333333333,-0.0788602941176,,,,,,,,,,,,,,,,,,,497.7,,,-223.2,-215.759774204,-8.98999059184,-6.76363636364,-9.3,,,,,,,,,,,363.8,,,12131488.0,even,asymm,12131087.0,12132230.0,12205.0,73.0,lower,21.7534568235,21.7534568235,-38.1,,,490.246543176,579.559774204,579.559774204,-7.44022579572,-7.44022579572,137.3,,,587.0,-203.0,-6.0,True,004B,right__,first,535.0
600.381086999,1.0,control,0.0,66.6666666667,162.666666667,garage,no,compatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,331,155,,12142525.0,12142876,,21.2,57.6525052012,1.74704561216,57.6525052012,1.74704561216,0.354421138532,0.354421138532,,0.354421138532,0.642424242424,0.130327868852,,0.130327868852,-13.1,23.3525052012,0.707651672763,23.3525052012,0.707651672763,0.143560482794,0.143560482794,,0.143560482794,-0.39696969697,-0.0805327868852,,-0.0805327868852,,,,,,,,,,,,,,533.2,498.9,,18.3,17.883224347,0.268248365205,0.554545454545,0.2745,-8.1,-8.51677565302,-0.127751634795,-0.245454545455,-0.1215,,,,,,176.3,149.9,,undefined,00408.asc,2.0,overlap,486.0,right,370.540398292,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,mallet,0.0,4.0,asymm_garage_mallet,1.0,4.0,2.0,right,411.0,607.0,12142484.0,12142858,,2.0,41.0,18,,196.0,547,,155.0,529,,3.0,yes,180.0,240.0,7.6,44.0525052012,1.33492440004,44.0525052012,1.33492440004,0.270814581155,0.270814581155,0.230303030303,0.0467213114754,21.4,57.8525052012,1.75310621822,57.8525052012,1.75310621822,0.355650646729,0.355650646729,0.648484848485,0.131557377049,,,,,,,,,,519.6,533.4,,235.8,235.383224347,3.5307483652,7.14545454545,3.537,25.4,24.983224347,0.374748365205,0.769696969697,0.381,,,,,,393.8,183.4,,12142329.0,even,asymm,12141949.0,12142936.0,12207.0,75.0,upper,-36.4525052012,-36.4525052012,23.4,-11.4,,548.452505201,158.416775653,158.416775653,0.416775653024,0.416775653024,-199.2,-230.0,,158.0,226.0,6.0,True,004B,left__,first,560.3
640.558206089,1.0,control,0.0,64.3333333333,165.666666667,garage,no,incompatible,control, 'correction awayHandle', 'correction awayHandle',2.0,85.0,150.0,206,341,,12171190.0,12171413,,-10.9,-60.1380396484,-1.82236483783,-60.1380396484,-1.82236483783,-0.363006275544,-0.363006275544,,0.363006275544,-0.330303030303,-0.0657947686117,,0.0657947686117,22.9,-26.3380396484,-0.798122413589,-26.3380396484,-0.798122413589,-0.158982130675,-0.158982130675,,0.158982130675,0.693939393939,0.138229376258,,-0.138229376258,,,,,,,,,,,,,,501.1,534.9,,-42.6,-48.4504250274,-0.753115414934,-1.29090909091,-0.662176165803,-13.9,-19.7504250274,-0.307001425296,-0.421212121212,-0.216062176166,,,,,,574.4,603.1,,undefined,00408.asc,2.0,zero,547.0,left,450.680231389,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,1.0,hammer,0.0,5.0,asymm_garage_hammer,1.0,5.0,2.0,right,467.0,645.0,12171141.0,12171398,,2.0,49.0,15,,178.0,401,,129.0,386,,3.0,yes,180.0,240.0,1.2,-48.0380396484,-1.45569817116,-48.0380396484,-1.45569817116,-0.289968046168,-0.289968046168,0.0363636363636,0.00724346076459,-7.1,-56.3380396484,-1.70721332268,-56.3380396484,-1.70721332268,-0.340068649789,-0.340068649789,-0.215151515152,-0.0428571428571,,,,,,,,,,513.2,504.9,,-247.7,-253.550425027,-3.94119831649,-7.50606060606,-3.85025906736,-36.6,-42.4504250274,-0.659851166229,-1.10909090909,-0.568911917098,,,,,,369.3,580.4,,12171012.0,even,asymm,12170552.0,12171657.0,12213.0,81.0,lower,49.2380396484,49.2380396484,-8.1,21.1,,462.761960352,622.850425027,622.850425027,5.8504250274,5.8504250274,196.4,218.1,,617.0,-233.0,-7.0,True,004B,right__,first,574.4
