effect,est,ci95lo,ci95up,p
(Intercept),0.0902634821701,0.0456905645764,0.132964585343,0.00131017156483
saccLat1,-0.000439811809141,-0.000550748425301,-0.00033617286229,0.0
response_handright,0.00451726831839,-0.00406225726505,0.0129277151386,0.296793223222
y_stim,1.66234671813e-05,-4.06141309105e-06,3.82647603437e-05,0.124728371916
