_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,379.010683217,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,hammer,NA,NA,1,asymm_garage_hammer,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,49.2380396484,-49.2380396484,384,0,384,177,5
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,401.550253051,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,leveller,NA,NA,1,symm_garage_leveller,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,16.3069571211,-16.3069571211,384,0,384,-225,-7
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,2,2,0,0,2,0,0,2,0,0,0,2,0,0,2,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,410.7598246,psycho,bouton 1,bouton 2,French,black,32,D,left,25,50,4000,NA,50,50,psycho,NA,8,peeler,NA,NA,1,asymm_kitchen_peeler,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-0.4901505223,0.4901505223,384,0,384,218,6
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,3,0,0,3,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,439.289886976,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,ruler,NA,NA,1,symm_garage_ruler,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,6.9911555367,-6.9911555367,384,0,384,-170,-5
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,4,4,0,0,4,0,0,4,0,0,0,4,0,0,4,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,400.196940656,psycho,bouton 1,bouton 2,French,black,32,D,left,25,50,4000,NA,50,50,psycho,NA,8,spoon,NA,NA,1,asymm_kitchen_spoon,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,20.2982223524,-20.2982223524,384,0,384,-194,-6
NA,NA,control,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,5,5,0,0,5,0,0,5,0,0,0,5,0,0,5,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,388.097744774,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,roller,NA,NA,1,symm_kitchen_roller,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-2.5119474818,2.5119474818,384,0,384,-232,-7
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,6,6,0,0,6,0,0,6,0,0,0,6,0,0,6,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,364.282692424,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,screwdriver,NA,NA,1,asymm_garage_screwdriver,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,52.2942797261,-52.2942797261,384,0,384,-223,-7
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,7,7,0,0,7,0,0,7,0,0,0,7,0,0,7,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,379.248014525,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,wrench,NA,NA,1,asymm_garage_wrench,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-26.7202121273,26.7202121273,384,0,384,-217,-7
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,8,8,0,0,8,0,0,8,0,0,0,8,0,0,8,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,382.961660913,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,fork,NA,NA,1,asymm_kitchen_fork,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-26.9061044361,26.9061044361,384,0,384,211,6
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,9,9,0,0,9,0,0,9,0,0,0,9,0,0,9,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,504.50623952,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,spoon2,NA,NA,1,asymm_kitchen_spoon2,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-2.317505638,2.317505638,384,0,384,235,6
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,10,10,0,0,10,0,0,10,0,0,0,10,0,0,10,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,432.871906479,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,mallet,NA,NA,1,asymm_garage_mallet,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-36.4525052012,36.4525052012,384,0,384,-217,-7
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,11,11,0,0,11,0,0,11,0,0,0,11,0,0,11,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,308.451586842,psycho,bouton 1,bouton 2,French,black,32,D,left,25,50,4000,NA,50,50,psycho,NA,8,paintbrush,NA,NA,1,asymm_garage_paintbrush,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,34.2252274893,-34.2252274893,384,0,384,206,6
NA,NA,control,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,12,12,0,0,12,0,0,12,0,0,0,12,0,0,12,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,353.210593184,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,sharpeningsteel,NA,NA,1,asymm_kitchen_sharpeningsteel,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-21.7534568235,21.7534568235,384,0,384,-231,-7
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,13,13,0,0,13,0,0,13,0,0,0,13,0,0,13,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,430.202915609,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,knife,NA,NA,1,asymm_kitchen_knife,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-3.1534946827,3.1534946827,384,0,384,186,5
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,14,14,0,0,14,0,0,14,0,0,0,14,0,0,14,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,406.034498636,psycho,bouton 1,bouton 2,French,black,32,D,left,25,50,4000,NA,50,50,psycho,NA,8,hammer,NA,NA,2,asymm_garage_hammer,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,47.7368632756,-47.7368632756,384,0,384,192,5
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,15,15,0,0,15,0,0,15,0,0,0,15,0,0,15,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,310.879706429,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,washingbrush,NA,NA,1,asymm_kitchen_washingbrush,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-24.7741455651,24.7741455651,384,0,384,229,6
NA,NA,control,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,16,16,0,0,16,0,0,16,0,0,0,16,0,0,16,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,354.308560515,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,peeler,NA,NA,2,asymm_kitchen_peeler,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-0.7641027481,0.7641027481,384,0,384,-180,-6
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,17,17,0,0,17,0,0,17,0,0,0,17,0,0,17,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,368.393211277,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,carrot,NA,NA,1,symm_kitchen_carrot,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-11.7403457719,11.7403457719,384,0,384,-176,-6
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,18,18,0,0,18,0,0,18,0,0,0,18,0,0,18,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,373.581204048,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,leveller,NA,NA,2,symm_garage_leveller,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-8.226194568,8.226194568,384,0,384,-221,-7
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,19,19,0,0,19,0,0,19,0,0,0,19,0,0,19,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,406.388169734,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,roller,NA,NA,2,symm_kitchen_roller,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,8.2230146991,-8.2230146991,384,0,384,-237,-7
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,20,20,0,0,20,0,0,20,0,0,0,20,0,0,20,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,369.775786708,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,screwdriver,NA,NA,2,asymm_garage_screwdriver,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-59.4625216496,59.4625216496,384,0,384,216,6
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,21,21,0,0,21,0,0,21,0,0,0,21,0,0,21,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,405.160785693,psycho,bouton 1,bouton 2,French,black,32,D,left,25,50,4000,NA,50,50,psycho,NA,8,ruler,NA,NA,2,symm_garage_ruler,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,13.6840295066,-13.6840295066,384,0,384,-206,-7
NA,NA,control,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,22,22,0,0,22,0,0,22,0,0,0,22,0,0,22,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,466.162197032,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,spoon,NA,NA,2,asymm_kitchen_spoon,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-13.4578679943,13.4578679943,384,0,384,-171,-6
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,23,23,0,0,23,0,0,23,0,0,0,23,0,0,23,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,396.114104699,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,wrench,NA,NA,2,asymm_garage_wrench,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,12.2379499064,-12.2379499064,384,0,384,205,6
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,24,24,0,0,24,0,0,24,0,0,0,24,0,0,24,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,383.222281102,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,mallet,NA,NA,2,asymm_garage_mallet,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-27.0870747767,27.0870747767,384,0,384,-206,-7
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,25,25,0,0,25,0,0,25,0,0,0,25,0,0,25,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,412.257360344,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,chisel2,NA,NA,1,asymm_garage_chisel2,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,1.2057513206,-1.2057513206,384,0,384,214,6
NA,NA,control,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,26,26,0,0,26,0,0,26,0,0,0,26,0,0,26,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,335.727753622,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,spoon2,NA,NA,2,asymm_kitchen_spoon2,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,12.0262630064,-12.0262630064,384,0,384,209,6
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,27,27,0,0,27,0,0,27,0,0,0,27,0,0,27,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,434.365579042,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,knife,NA,NA,2,asymm_kitchen_knife,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-16.5359119804,16.5359119804,384,0,384,185,5
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,28,28,0,0,28,0,0,28,0,0,0,28,0,0,28,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,384.212064191,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,hammer,NA,NA,3,asymm_garage_hammer,no,3,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-49.2380396484,49.2380396484,384,0,384,229,6
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,29,29,0,0,29,0,0,29,0,0,0,29,0,0,29,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,432.386347625,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,paintbrush,NA,NA,2,asymm_garage_paintbrush,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-33.2045987775,33.2045987775,384,0,384,183,5
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,30,30,0,0,30,0,0,30,0,0,0,30,0,0,30,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,377.80090765,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,fork,NA,NA,2,asymm_kitchen_fork,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-31.5657354875,31.5657354875,384,0,384,-222,-7
NA,NA,control,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,31,31,0,0,31,0,0,31,0,0,0,31,0,0,31,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,353.102558467,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,carrot,NA,NA,2,symm_kitchen_carrot,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-7.0531931784,7.0531931784,384,0,384,-183,-6
