_prepare,_run,aff_lum,align,background,blockNr,block_total,cal_beep,cal_target_size,canvas_backend,cat,catch,catch_trial,column_order,comp,compensation,content,coordinates,correct_garage,correct_garage_label,correct_kitchen,correct_kitchen_label,correct_response,count_CoG_dictionary,count_Description,count_block_loop,count_block_sequence,count_determine_CoG,count_display_fixation_and_stimulus,count_experiment,count_experimental_loop,count_extra_log_vars,count_eyelink_calibrate,count_get_block_properties,count_get_trial_properties,count_global_functions,count_global_variables,count_goodbye,count_logger,count_reset_feedback,count_suppress_warnings,count_trial_sequence,cutoff,cycles,description,dev_for_warning,duration,feedback_dur,fix_lost,font_bold,font_family,font_italic,font_size,force_drift_correct,foreground,gap,handle_side,height,item,jitter,keyboard_backend,label1,label2,language,large_fix_col,large_fix_size,letter,mask_side,max_dev_fix,max_dev_object,max_samples,maxchar,min_samples_fix,min_samples_object,mouse_backend,note,nr_catch,object,offset,order,overall_rep,pict,practice,rep,repeat,repeat_cycle,response,response1,response2,response_goodbye,response_hand,response_time,response_time_goodbye,sacc_acc_thresh,sacc_vel_thresh,sampler_backend,scale,scale_stim,scaled_height,scaled_width,skip,start,subject_nr,subject_parity,symm,synth_backend,time_CoG_dictionary,time_Description,time_block_loop,time_block_sequence,time_determine_CoG,time_display_fixation_and_stimulus,time_experiment,time_experimental_loop,time_extra_log_vars,time_eyelink_calibrate,time_get_block_properties,time_get_trial_properties,time_global_functions,time_global_variables,time_goodbye,time_logger,time_reset_feedback,time_suppress_warnings,time_trial_sequence,timeout_dur,title,tracker_attached,trials_per_block,visual_field,width,xCoG,x_stim_corr,y_cen,y_fix,y_fix_normal,y_stim,y_stim_degrees
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,87,87,0,0,87,0,0,87,0,0,0,87,0,0,87,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,377.512538364,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,sharpeningsteel,NA,NA,5,asymm_kitchen_sharpeningsteel,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,22.2082942494,-22.2082942494,384,0,384,-234,-7
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,88,88,0,0,88,0,0,88,0,0,0,88,0,0,88,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,556.040959411,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,chisel2,NA,NA,5,asymm_garage_chisel2,no,5,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-1.2057513206,1.2057513206,384,0,384,213,6
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,89,89,0,0,89,0,0,89,0,0,0,89,0,0,89,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,446.380820814,psycho,bouton 1,bouton 2,French,black,32,D,left,25,50,4000,NA,50,50,psycho,NA,8,fork,NA,NA,5,asymm_kitchen_fork,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,31.5657354875,-31.5657354875,384,0,384,228,6
NA,NA,control,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,90,90,0,0,90,0,0,90,0,0,0,90,0,0,90,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,386.562642064,psycho,bouton 1,bouton 2,French,black,32,E,control,25,50,4000,NA,50,50,psycho,NA,8,leveller,NA,NA,6,symm_garage_leveller,no,6,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-3.8552939967,3.8552939967,384,0,384,-214,-7
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,91,91,0,0,91,0,0,91,0,0,0,91,0,0,91,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,436.893720328,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,chisel,NA,NA,5,asymm_garage_chisel,no,5,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,36.6160641938,-36.6160641938,384,0,384,-226,-7
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,92,92,0,0,92,0,0,92,0,0,0,92,0,0,92,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,382.84650138,psycho,bouton 1,bouton 2,French,black,32,F,left,25,50,4000,NA,50,50,psycho,NA,8,spoon2,NA,NA,5,asymm_kitchen_spoon2,no,5,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,2.317505638,-2.317505638,384,0,384,223,6
NA,NA,overlap,NA,white,1,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,0,0,93,93,0,0,93,0,0,93,0,0,0,93,0,0,93,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,448.559599654,psycho,bouton 1,bouton 2,French,black,32,B,right,25,50,4000,NA,50,50,psycho,NA,8,ruler,NA,NA,6,symm_garage_ruler,no,6,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-11.9365197342,11.9365197342,384,0,384,172,5
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,94,94,0,0,94,0,0,94,0,0,0,94,0,0,94,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,471.128983432,psycho,bouton 1,bouton 2,French,black,32,D,left,25,50,4000,NA,50,50,psycho,NA,8,roller,NA,NA,6,symm_kitchen_roller,no,6,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,9.0084671408,-9.0084671408,384,0,384,237,6
NA,NA,opposite,NA,white,1,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,0,0,95,95,0,0,95,0,0,95,0,0,0,95,0,0,95,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,336.627319168,psycho,bouton 1,bouton 2,French,black,32,A,right,25,50,4000,NA,50,50,psycho,NA,8,carrot,NA,NA,6,symm_kitchen_carrot,no,6,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,7.5737207373,-7.5737207373,384,0,384,180,5
NA,NA,control,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,96,96,0,0,96,0,1,96,0,0,0,96,1,0,96,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,376.92345843,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,ruler,NA,NA,7,symm_garage_ruler,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-6.9911555367,6.9911555367,384,0,384,-180,-6
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,97,97,0,0,97,0,1,97,0,0,0,97,1,0,97,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,373.747881267,psycho,bouton 1,bouton 2,French,black,32,D,right,25,50,4000,NA,50,50,psycho,NA,8,wrench,NA,NA,6,asymm_garage_wrench,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-26.7202121273,26.7202121273,384,0,384,219,6
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,98,98,0,0,98,0,1,98,0,0,0,98,1,0,98,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,367.513965439,psycho,bouton 1,bouton 2,French,black,32,B,left,25,50,4000,NA,50,50,psycho,NA,8,hammer,NA,NA,7,asymm_garage_hammer,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,47.7368632756,-47.7368632756,384,0,384,-222,-7
NA,NA,overlap,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,99,99,0,0,99,0,1,99,0,0,0,99,1,0,99,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,355.455623052,psycho,bouton 1,bouton 2,French,black,32,F,right,25,50,4000,NA,50,50,psycho,NA,8,chisel2,NA,NA,6,asymm_garage_chisel2,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-13.2541324123,13.2541324123,384,0,384,-206,-7
NA,NA,overlap,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,100,100,0,0,100,0,1,100,0,0,0,100,1,0,100,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,443.025527749,psycho,bouton 1,bouton 2,French,black,32,F,right,25,50,4000,NA,50,50,psycho,NA,8,paintbrush,NA,NA,6,asymm_garage_paintbrush,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,26.6698663165,-26.6698663165,384,0,384,-228,-7
NA,NA,control,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,101,101,0,0,101,0,1,101,0,0,0,101,1,0,101,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,359.922011963,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,knife,NA,NA,6,asymm_kitchen_knife,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,1.8152410452,-1.8152410452,384,0,384,-222,-7
NA,NA,control,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,102,102,0,0,102,0,1,102,0,0,0,102,1,0,102,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,378.68231713,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,chisel,NA,NA,6,asymm_garage_chisel,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,24.5764355818,-24.5764355818,384,0,384,211,6
NA,NA,overlap,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,103,103,0,0,103,0,1,103,0,0,0,103,1,0,103,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,420.895312277,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,carrot,NA,NA,7,symm_kitchen_carrot,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,11.7403457719,-11.7403457719,384,0,384,217,6
NA,NA,overlap,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,104,104,0,0,104,0,1,104,0,0,0,104,1,0,104,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,382.519845784,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,spoon2,NA,NA,6,asymm_kitchen_spoon2,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,2.317505638,-2.317505638,384,0,384,171,5
NA,NA,control,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,105,105,0,0,105,0,1,105,0,0,0,105,1,0,105,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,376.504766232,psycho,bouton 1,bouton 2,French,black,32,A,control,25,50,4000,NA,50,50,psycho,NA,8,peeler,NA,NA,6,asymm_kitchen_peeler,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,0.7641027481,-0.7641027481,384,0,384,-231,-7
NA,NA,control,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,106,106,0,0,106,0,1,106,0,0,0,106,1,0,106,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,485.581139896,psycho,bouton 1,bouton 2,French,black,32,A,control,25,50,4000,NA,50,50,psycho,NA,8,fork,NA,NA,6,asymm_kitchen_fork,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,32.1684136693,-32.1684136693,384,0,384,-178,-6
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,107,107,0,0,107,0,1,107,0,0,0,107,1,0,107,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,422.169439116,psycho,bouton 1,bouton 2,French,black,32,D,right,25,50,4000,NA,50,50,psycho,NA,8,washingbrush,NA,NA,6,asymm_kitchen_washingbrush,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-33.9895188539,33.9895188539,384,0,384,-218,-7
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,108,108,0,0,108,0,1,108,0,0,0,108,1,0,108,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,329.309966127,psycho,bouton 1,bouton 2,French,black,32,B,left,25,50,4000,NA,50,50,psycho,NA,8,mallet,NA,NA,6,asymm_garage_mallet,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,38.4177872267,-38.4177872267,384,0,384,-190,-6
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,109,109,0,0,109,0,1,109,0,0,0,109,1,0,109,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,412.612681139,psycho,bouton 1,bouton 2,French,black,32,B,left,25,50,4000,NA,50,50,psycho,NA,8,leveller,NA,NA,7,symm_garage_leveller,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,8.226194568,-8.226194568,384,0,384,216,6
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,110,110,0,0,110,0,1,110,0,0,0,110,1,0,110,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,439.606342683,psycho,bouton 1,bouton 2,French,black,32,D,right,25,50,4000,NA,50,50,psycho,NA,8,ruler,NA,NA,8,symm_garage_ruler,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-13.6840295066,13.6840295066,384,0,384,198,5
NA,NA,overlap,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,111,111,0,0,111,0,1,111,0,0,0,111,1,0,111,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,426.195908972,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,wrench,NA,NA,7,asymm_garage_wrench,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-12.2379499064,12.2379499064,384,0,384,199,5
NA,NA,overlap,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,112,112,0,0,112,0,1,112,0,0,0,112,1,0,112,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,right,768,NA,455.300302941,psycho,bouton 1,bouton 2,French,black,32,E,left,25,50,4000,NA,50,50,psycho,NA,8,roller,NA,NA,7,symm_kitchen_roller,no,1,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,symm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,8.2230146991,-8.2230146991,384,0,384,-187,-6
NA,NA,control,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,113,113,0,0,113,0,1,113,0,0,0,113,1,0,113,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,323.344666484,psycho,bouton 1,bouton 2,French,black,32,A,control,25,50,4000,NA,50,50,psycho,NA,8,chisel2,NA,NA,7,asymm_garage_chisel2,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-1.2057513206,1.2057513206,384,0,384,190,5
NA,NA,control,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,114,114,0,0,114,0,1,114,0,0,0,114,1,0,114,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,291.601303014,psycho,bouton 1,bouton 2,French,black,32,C,control,25,50,4000,NA,50,50,psycho,NA,8,hammer,NA,NA,8,asymm_garage_hammer,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-49.2380396484,49.2380396484,384,0,384,-226,-7
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,115,115,0,0,115,0,1,115,0,0,0,115,1,0,115,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,385.411520437,psycho,bouton 1,bouton 2,French,black,32,D,right,25,50,4000,NA,50,50,psycho,NA,8,knife,NA,NA,7,asymm_kitchen_knife,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-3.1534946827,3.1534946827,384,0,384,231,6
NA,NA,opposite,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,116,116,0,0,116,0,1,116,0,0,0,116,1,0,116,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,right,768,NA,457.295486374,psycho,bouton 1,bouton 2,French,black,32,D,right,25,50,4000,NA,50,50,psycho,NA,8,chisel,NA,NA,7,asymm_garage_chisel,no,2,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,22.7634398745,-22.7634398745,384,0,384,-196,-6
NA,NA,control,NA,white,2,6,NA,NA,psycho,garage,no,no,NA,incompatible,0,NA,relative,2,bouton 2,1,bouton 1,2,0,0,1,1,117,117,0,0,117,0,1,117,0,0,0,117,1,0,117,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,overlap,left,768,NA,364.010465979,psycho,bouton 1,bouton 2,French,black,32,A,control,25,50,4000,NA,50,50,psycho,NA,8,screwdriver,NA,NA,7,asymm_garage_screwdriver,no,1,NA,0,NA,1,2,NA,right,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,lower,1024,-53.8138704136,53.8138704136,384,0,384,-238,-7
NA,NA,overlap,NA,white,2,6,NA,NA,psycho,kitchen,no,no,NA,compatible,0,NA,relative,2,bouton 2,1,bouton 1,1,0,0,1,1,118,118,0,0,118,0,1,118,0,0,0,118,1,0,118,85,NA,Logs experimental data,150,NA,0,no,no,mono,no,18,NA,black,zero,left,768,NA,488.357135476,psycho,bouton 1,bouton 2,French,black,32,F,right,25,50,4000,NA,50,50,psycho,NA,8,spoon2,NA,NA,7,asymm_kitchen_spoon2,no,2,NA,0,NA,1,2,NA,left,NA,NA,NA,NA,legacy,3,yes,180,240,NA,experiment,0,even,asymm,legacy,NA,NA,NA,NA,NA,NA,NA,NA,NA,2124.33695793,NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,Orientation effect,NA,108,upper,1024,-2.317505638,2.317505638,384,0,384,175,5
