effect,est,se,t
(Intercept),0.0310280859796,0.0144654734929,2.14497548212
saccLat1,-0.000231071083499,5.36410557973e-05,-4.30772810237
response_handright,-0.00142047638211,0.00410114698959,-0.346360758518
y_stim,8.65961137875e-06,1.00819076868e-05,0.858925874723
