effect,est,se,t
(Intercept),0.0903981414605,0.0282077911873,3.20472244212
saccLat1,-0.000440528360817,5.39869447749e-05,-8.15990537441
response_handright,0.00449536760325,0.0043245486366,1.03949983709
y_stim,1.67712434763e-05,1.08387615454e-05,1.54733946366
