effect,est,se,t
(Intercept),-0.0399025681986,0.021223967503,-1.88007111267
saccLat2,5.55760127899e-05,4.63932044776e-05,1.19793434008
response_handright,0.0147969350741,0.00914659145372,1.61775401787
handle_sideright,0.0147593766318,0.00916349378575,1.61067132001
y_stim,3.05564669491e-05,2.2581540725e-05,1.35316129759
