effect,est,se,t
(Intercept),-0.104289487098,0.0226284902659,-4.60876911682
saccLat2,0.0001840962986,5.47916385496e-05,3.35993417012
response_handright,-0.0234147067926,0.00888328667952,-2.63581573322
handle_sideright,-0.00919701172193,0.00889079175143,-1.03444237353
y_stim,2.12480101772e-05,2.16741979841e-05,0.9803366285
