effect,est,se,t
(Intercept),-0.118159355651,0.0333261136136,-3.54554860556
saccLat2,-1.66364526893e-05,4.10586872201e-05,-0.405187155646
response_handright,0.00373246299491,0.00665218011571,0.561088685211
y_stim,4.62430881313e-06,1.64364969099e-05,0.281343940773
