effect,est,se,t
(Intercept),0.0349119977289,0.00929031046868,3.75789354366
saccLat1,5.9201129377e-06,4.31337862883e-05,0.137250017843
response_handright,-0.0014327785293,0.00439570054232,-0.325949985788
handle_sideright,0.000128195658133,0.00439531267978,0.0291664478668
y_stim,2.93992036513e-05,1.08990820055e-05,2.69740182123
