RT,accuracy,aff_lum,block_count,boxHeight,boxWidth,cat,catch_trial,checkFixDotFailed,checkObjectFailed,comp,contrast_side,corrDirection,corrDirectionMask,correct_response,cutoff_warning_msg,dev_for_warning,durCheck1,durCheck2,durationFix1,durationFix2,durationFix3,durationFix4,eTimeSacc1,eTimeSacc2,eTimeSacc3,eTimeSacc4,endX1,endX1Corr,endX1CorrDegrees,endX1CorrMask,endX1CorrMaskDegrees,endX1CorrMaskNorm,endX1CorrNorm,endX1CorrNormToContrast,endX1CorrNormToHandle,endX1Degrees,endX1Norm,endX1NormToContrast,endX1NormToHandle,endX2,endX2Corr,endX2CorrDegrees,endX2CorrMask,endX2CorrMaskDegrees,endX2CorrMaskNorm,endX2CorrNorm,endX2CorrNormToContrast,endX2CorrNormToHandle,endX2Degrees,endX2Norm,endX2NormToContrast,endX2NormToHandle,endX3,endX3Corr,endX3CorrDegrees,endX3CorrMask,endX3CorrMaskDegrees,endX3CorrMaskNorm,endX3CorrNorm,endX3CorrNormToContrast,endX3CorrNormToHandle,endX3Degrees,endX3Norm,endX3NormToContrast,endX3NormToHandle,endX4,endX4Corr,endX4CorrDegrees,endX4CorrMask,endX4CorrMaskDegrees,endX4CorrMaskNorm,endX4CorrNorm,endX4CorrNormToContrast,endX4CorrNormToHandle,endX4Degrees,endX4Norm,endX4NormToContrast,endX4NormToHandle,endXRaw1,endXRaw2,endXRaw3,endXRaw4,endY1,endY1Corr,endY1CorrNorm,endY1Degrees,endY1Norm,endY2,endY2Corr,endY2CorrNorm,endY2Degrees,endY2Norm,endY3,endY3Corr,endY3CorrNorm,endY3Degrees,endY3Norm,endY4,endY4Corr,endY4CorrNorm,endY4Degrees,endY4Norm,endYRaw1,endYRaw2,endYRaw3,endYRaw4,eye_used,file,fixCount,gap,gazeDur,handle_side,jitter_dur,large_fix_col,large_fix_size,latin_square_letter,mask_side,max_dev_fix,max_dev_object,max_samples,min_samples_fix,min_samples_object,n_blink,object,outlier,overall_rep,picture_name,refixProb,rep,response,response_hand,rtFromLanding,rtFromStim,rtFromSuccess,sTimeSacc1,sTimeSacc2,sTimeSacc3,sTimeSacc4,saccCount,saccDur1,saccDur2,saccDur3,saccDur4,saccLandingTime1,saccLandingTime2,saccLandingTime3,saccLandingTime4,saccLat1,saccLat2,saccLat3,saccLat4,scale,scale_item,scaled_height,scaled_width,startX1,startX1Corr,startX1CorrDegrees,startX1CorrMask,startX1CorrMaskDegrees,startX1CorrMaskNorm,startX1CorrNorm,startX1Degrees,startX1Norm,startX2,startX2Corr,startX2CorrDegrees,startX2CorrMask,startX2CorrMaskDegrees,startX2CorrMaskNorm,startX2CorrNorm,startX2Degrees,startX2Norm,startX3,startX3Corr,startX3CorrDegrees,startX3CorrMask,startX3CorrMaskDegrees,startX3CorrMaskNorm,startX3CorrNorm,startX3Degrees,startX3Norm,startX4,startX4Corr,startX4CorrDegrees,startX4CorrMask,startX4CorrMaskDegrees,startX4CorrMaskNorm,startX4CorrNorm,startX4Degrees,startX4Norm,startXRaw1,startXRaw2,startXRaw3,startXRaw4,startY1,startY1Corr,startY1CorrNorm,startY1Degrees,startY1Norm,startY2,startY2Corr,startY2CorrNorm,startY2Degrees,startY2Norm,startY3,startY3Corr,startY3CorrNorm,startY3Degrees,startY3Norm,startY4,startY4Corr,startY4CorrNorm,startY4Degrees,startY4Norm,startYRaw1,startYRaw2,startYRaw3,startYRaw4,stimOnset,subject_parity,symm,timestampFixOnset,timestampResponse,trialId,trial_count,visual_field,xCoG,xCoGMask,xFix1,xFix2,xFix3,xFix4,xStimNormal,yCoG,yCoGMask,yCoGMaskZero,yCoGZero,yFix1,yFix2,yFix3,yFix4,yStimNormal,y_stim,y_stim_degrees,driftCorr,exp,heavySide,half,sacc_dir
479.459973985,1.0,control,0.0,64.3333333333,165.666666667,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',7.0,85.0,150.0,502.0,447.0,726.0,,,,14263693.0,,,,35.5,-13.7380396484,-0.416304231771,-13.7380396484,-0.416304231771,-0.0829257926465,-0.0829257926465,,0.0829257926465,1.07575757576,0.214285714286,,-0.214285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.5,,,,-17.3,-23.1504250274,-0.359851166229,-0.524242424242,-0.268911917098,,,,,,,,,,,,,,,,563.7,,,,undefined,SS06.asc,1.0,zero,726.0,left,353.736367266,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,hammer,0.0,3.0,asymm_garage_hammer,0.0,3.0,7.0,right,633.0,928.0,481.0,14263658.0,,,,1.0,35.0,,,,295.0,,,,260.0,,,,3.0,yes,180.0,240.0,8.6,-40.6380396484,-1.23145574692,-40.6380396484,-1.23145574692,-0.245300038119,-0.245300038119,0.260606060606,0.0519114688129,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.6,,,,-181.9,-187.750425027,-2.91840038903,-5.51212121212,-2.8274611399,,,,,,,,,,,,,,,,399.1,,,,14263398.0,even,asymm,14262888.0,14264326.0,49.0,43.0,lower,49.2380396484,49.2380396484,36.2,,,,512.0,586.850425027,586.850425027,5.8504250274,5.8504250274,193.1,,,,581.0,-197.0,-6.0,True,004A,right__,first,563.7
420.866781453,1.0,control,0.0,24.0,176.0,garage,no,False,False,incompatible,control, 'correction towardsHandle', 'correction towardsHandle',7.0,85.0,150.0,540.0,515.0,654.0,,,,14306819.0,,,,-12.8,11.7764355818,0.356861684298,11.7764355818,0.356861684298,0.0669115658058,0.0669115658058,,-0.0669115658058,-0.387878787879,-0.0727272727273,,0.0727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.2,,,,-18.1,-15.0027401217,-0.625114171736,-0.548484848485,-0.754166666667,,,,,,,,,,,,,,,,543.9,,,,undefined,SS06.asc,1.0,overlap,654.0,left,407.82856932,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel,0.0,3.0,asymm_garage_chisel,0.0,3.0,7.0,right,562.0,938.0,423.0,14306788.0,,,,1.0,31.0,,,,376.0,,,,345.0,,,,3.0,yes,180.0,240.0,0.6,25.1764355818,0.762922290358,25.1764355818,0.762922290358,0.143047929442,0.143047929442,0.0181818181818,0.00340909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.6,,,,-176.7,-173.602740122,-7.23344750507,-5.35454545455,-7.3625,,,,,,,,,,,,,,,,385.3,,,,14306443.0,even,asymm,14305893.0,14307381.0,57.0,51.0,lower,-24.5764355818,-24.5764355818,-15.7,,,,512.0,558.902740122,558.902740122,-3.09725987834,-3.09725987834,159.5,,,,562.0,-178.0,-6.0,True,004A,left__,first,543.9
644.189950451,1.0,control,0.0,22.0,144.666666667,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',6.0,85.0,150.0,484.0,493.0,887.0,,,,14310666.0,,,,-28.8,-28.0358972519,-0.849572643997,-28.0358972519,-0.849572643997,-0.193796524783,-0.193796524783,,-0.193796524783,-0.872727272727,-0.199078341014,,-0.199078341014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.2,,,,-26.7,-20.5064931194,-0.932113323611,-0.809090909091,-1.21363636364,,,,,,,,,,,,,,,,541.3,,,,undefined,SS06.asc,1.0,overlap,887.0,right,335.402920665,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,0.0,4.0,asymm_kitchen_peeler,0.0,4.0,6.0,left,796.0,1139.0,646.0,14310636.0,,,,1.0,30.0,,,,343.0,,,,313.0,,,,3.0,yes,180.0,240.0,-8.0,-7.23589725192,-0.219269613694,-7.23589725192,-0.219269613694,-0.0500177229395,-0.0500177229395,-0.242424242424,-0.0552995391705,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0,,,,-186.6,-180.406493119,-8.20029514179,-5.65454545455,-8.48181818182,,,,,,,,,,,,,,,,381.4,,,,14310323.0,even,asymm,14309833.0,14311462.0,58.0,52.0,lower,-0.764102748085,-0.764102748085,-18.0,,,,512.0,561.806493119,561.806493119,-6.19350688056,-6.19350688056,162.3,,,,568.0,-184.0,-6.0,True,004A,left__,first,541.3
0.99490079016,1.0,control,0.0,66.6666666667,162.666666667,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',7.0,85.0,150.0,484.0,938.0,174.0,251,229,,14326574.0,14326766,14327036,,76.9,40.4474947988,1.22568166057,40.4474947988,1.22568166057,0.24865263196,0.24865263196,,-0.24865263196,2.3303030303,0.472745901639,,-0.472745901639,84.9,48.4474947988,1.46810590299,48.4474947988,1.46810590299,0.297832959829,0.297832959829,,-0.297832959829,2.57272727273,0.521926229508,,-0.521926229508,114.9,78.4474947988,2.37719681209,78.4474947988,2.37719681209,0.482259189337,0.482259189337,,-0.482259189337,3.48181818182,0.706352459016,,-0.706352459016,,,,,,,,,,,,,,588.9,596.9,626.9,,-52.9,-53.316775653,-0.799751634795,-1.60303030303,-0.7935,-79.2,-79.616775653,-1.1942516348,-2.4,-1.188,-55.0,-55.416775653,-0.831251634795,-1.66666666667,-0.825,,,,,,113.1,86.8,111.0,,undefined,SS06.asc,3.0,overlap,654.0,left,333.245967595,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,mallet,0.0,3.0,asymm_garage_mallet,1.0,3.0,7.0,right,592.0,941.0,3.0,14326521.0,14326750,14327019,,3.0,53.0,16,17,,349.0,541,811,,296.0,525,794,,3.0,yes,180.0,240.0,2.8,-33.6525052012,-1.01977288488,-33.6525052012,-1.01977288488,-0.206880154925,-0.206880154925,0.0848484848485,0.0172131147541,71.8,35.3474947988,1.07113620603,35.3474947988,1.07113620603,0.217300172944,0.217300172944,2.17575757576,0.441393442623,82.1,45.6474947988,1.38325741815,45.6474947988,1.38325741815,0.280619845075,0.280619845075,2.48787878788,0.504713114754,,,,,,,,,,514.8,583.8,594.1,,217.6,217.183224347,3.2577483652,6.59393939394,3.264,-46.7,-47.116775653,-0.706751634795,-1.41515151515,-0.7005,-54.5,-54.916775653,-0.823751634795,-1.65151515152,-0.8175,,,,,,383.6,119.3,111.5,,14326225.0,even,asymm,14325735.0,14327166.0,61.0,55.0,upper,36.4525052012,36.4525052012,76.3,81.6,91.7,,512.0,166.416775653,166.416775653,0.416775653024,0.416775653024,-276.0,-286.6,-212.9,,166.0,218.0,6.0,True,004A,right__,first,497.1
1.98600311275,1.0,control,0.0,42.6666666667,176.0,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',6.0,85.0,150.0,543.0,953.0,185.0,604,,,14365456.0,14365666,,,45.5,33.4737369936,1.01435566647,33.4737369936,1.01435566647,0.190191687464,0.190191687464,,-0.190191687464,1.37878787879,0.258522727273,,-0.258522727273,93.0,80.9737369936,2.45374960587,80.9737369936,2.45374960587,0.4600780511,0.4600780511,,-0.4600780511,2.81818181818,0.528409090909,,-0.528409090909,,,,,,,,,,,,,,,,,,,,,,,,,,,557.5,605.0,,,-41.7,-44.1647558943,-1.03511146627,-1.26363636364,-0.97734375,-75.7,-78.1647558943,-1.83198646627,-2.29393939394,-1.77421875,,,,,,,,,,,157.3,123.3,,,undefined,SS06.asc,2.0,zero,789.0,left,405.611804533,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,0.0,4.0,asymm_kitchen_spoon2,1.0,4.0,6.0,left,719.0,956.0,3.0,14365407.0,14365643,,,2.0,49.0,23,,,237.0,447,,,188.0,424,,,3.0,yes,180.0,240.0,-12.6,-24.6262630064,-0.746250394133,-24.6262630064,-0.746250394133,-0.1399219489,-0.1399219489,-0.381818181818,-0.0715909090909,42.6,30.5737369936,0.926476878594,30.5737369936,0.926476878594,0.173714414736,0.173714414736,1.29090909091,0.242045454545,,,,,,,,,,,,,,,,,,,499.4,554.6,,,204.8,202.335244106,4.74223228373,6.20606060606,4.8,-68.9,-71.3647558943,-1.67261146627,-2.08787878788,-1.61484375,,,,,,,,,,,403.8,130.1,,,14365219.0,even,asymm,14364669.0,14366175.0,68.0,62.0,upper,12.0262630064,12.0262630064,45.1,81.6,,,512.0,201.464755894,201.464755894,2.46475589433,2.46475589433,-238.1,-226.8,,,199.0,185.0,5.0,True,004A,right__,first,541.3
1007.81703295,1.0,control,0.0,32.3333333333,176.333333333,garage,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',7.0,85.0,150.0,493.0,388.0,339.0,510,363,,14433354.0,14433713,14434234,,37.3,4.09540122253,0.12410306735,4.09540122253,0.12410306735,0.0232253377459,0.0232253377459,,-0.0232253377459,1.1303030303,0.211531190926,,-0.211531190926,54.4,21.1954012225,0.642284885531,21.1954012225,0.642284885531,0.120200763077,0.120200763077,,-0.120200763077,1.64848484848,0.308506616257,,-0.308506616257,37.3,4.09540122253,0.12410306735,4.09540122253,0.12410306735,0.0232253377459,0.0232253377459,,-0.0232253377459,1.1303030303,0.211531190926,,-0.211531190926,,,,,,,,,,,,,,549.3,566.4,549.3,,11.3,11.1270190351,0.344134609333,0.342424242424,0.349484536082,16.6,16.4270190351,0.508052135106,0.50303030303,0.513402061856,13.3,13.1270190351,0.405990279436,0.40303030303,0.411340206186,,,,,,586.3,591.6,588.3,,undefined,SS06.asc,3.0,zero,1212.0,left,347.689455837,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,paintbrush,0.0,5.0,asymm_garage_paintbrush,1.0,5.0,7.0,right,1151.0,1398.0,1010.0,14433319.0,14433695,14434225,,3.0,35.0,18,9,,247.0,606,1127,,212.0,588,1118,,3.0,yes,180.0,240.0,2.2,-31.0045987775,-0.939533296287,-31.0045987775,-0.939533296287,-0.17582948267,-0.17582948267,0.0666666666667,0.0124763705104,33.2,-0.00459877746601,-0.00013935689291,-0.00459877746601,-0.00013935689291,-2.60800234368e-05,-2.60800234368e-05,1.00606060606,0.188279773157,53.0,19.7954012225,0.599860643107,19.7954012225,0.599860643107,0.11226125457,0.11226125457,1.60606060606,0.30056710775,,,,,,,,,,514.2,545.2,565.0,,-192.1,-192.272980965,-5.94658704015,-5.82121212121,-5.9412371134,7.2,7.02701903509,0.217330485621,0.218181818182,0.222680412371,19.7,19.5270190351,0.603928423766,0.59696969697,0.609278350515,,,,,,382.9,582.2,594.7,,14433107.0,even,asymm,14432607.0,14434505.0,79.0,73.0,lower,33.2045987775,33.2045987775,34.5,53.8,44.6,,512.0,575.172980965,575.172980965,0.172980964907,0.172980964907,194.5,206.1,210.2,,575.0,-191.0,-6.0,True,004A,right__,first,586.3
986.905758603,1.0,control,0.0,22.0,144.666666667,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',6.0,85.0,150.0,600.0,338.0,230.0,966,,,14438782.0,14439031,,,35.8,35.0358972519,1.06169385612,35.0358972519,1.06169385612,0.242183621557,0.242183621557,,-0.242183621557,1.08484848485,0.247465437788,,-0.247465437788,57.4,56.6358972519,1.71623931066,56.6358972519,1.71623931066,0.391492377317,0.391492377317,,-0.391492377317,1.73939393939,0.396774193548,,-0.396774193548,,,,,,,,,,,,,,,,,,,,,,,,,,,547.8,569.4,,,-40.2,-34.0064931194,-1.54574968725,-1.21818181818,-1.82727272727,-40.7,-34.5064931194,-1.56847695997,-1.23333333333,-1.85,,,,,,,,,,,162.8,162.3,,,undefined,SS06.asc,2.0,zero,1196.0,left,451.158068505,black,32.0,C,control,25.0,50.0,4000.0,50.0,50.0,0.0,peeler,0.0,5.0,asymm_kitchen_peeler,1.0,5.0,6.0,left,1122.0,1327.0,989.0,14438738.0,14439014,,,2.0,44.0,17,,,205.0,454,,,161.0,437,,,3.0,yes,180.0,240.0,-7.2,-7.96410274808,-0.241336446912,-7.96410274808,-0.241336446912,-0.0550514014845,-0.0550514014845,-0.218181818182,-0.0497695852535,18.6,17.8358972519,0.540481734907,17.8358972519,0.540481734907,0.12328961234,0.12328961234,0.563636363636,0.128571428571,,,,,,,,,,,,,,,,,,,504.8,530.6,,,189.5,195.693506881,8.89515940366,5.74242424242,8.61363636364,-27.6,-21.4064931194,-0.97302241452,-0.836363636364,-1.25454545455,,,,,,,,,,,392.5,175.4,,,14438577.0,even,asymm,14437967.0,14439904.0,80.0,74.0,upper,0.764102748085,0.764102748085,22.5,49.7,,,512.0,196.806493119,196.806493119,-6.19350688056,-6.19350688056,-216.9,-209.8,,,203.0,181.0,5.0,True,004A,right__,first,546.8
1559.86133638,1.0,control,0.0,27.0,176.333333333,garage,no,False,False,compatible,control, 'correction towardsHandle', 'correction towardsHandle',7.0,85.0,150.0,801.0,529.0,657.0,1139,,,14468111.0,14468782,,,62.4,8.58612958637,0.260185745042,8.58612958637,0.260185745042,0.0486926063499,0.0486926063499,,0.0486926063499,1.89090909091,0.353875236295,,0.353875236295,32.2,-21.6138704136,-0.65496577011,-21.6138704136,-0.65496577011,-0.122573934293,-0.122573934293,,-0.122573934293,0.975757575758,0.182608695652,,0.182608695652,,,,,,,,,,,,,,,,,,,,,,,,,,,574.4,544.2,,,-23.1,-17.6782010861,-0.654748188375,-0.7,-0.855555555556,-28.4,-22.9782010861,-0.851044484671,-0.860606060606,-1.05185185185,,,,,,,,,,,183.9,178.6,,,undefined,SS06.asc,2.0,overlap,1796.0,right,327.788596532,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,1.0,screwdriver,0.0,5.0,asymm_garage_screwdriver,1.0,5.0,7.0,right,1711.0,2091.0,1562.0,14468063.0,14468770,,,2.0,48.0,12,,,380.0,1051,,,332.0,1039,,,3.0,yes,180.0,240.0,-4.8,-58.6138704136,-1.77617789132,-58.6138704136,-1.77617789132,-0.332403801968,-0.332403801968,-0.145454545455,-0.0272211720227,46.2,-7.61387041363,-0.230723345868,-7.61387041363,-0.230723345868,-0.0431788492266,-0.0431788492266,1.4,0.262003780718,,,,,,,,,,,,,,,,,,,507.2,558.2,,,195.9,201.321798914,7.45636292274,5.93636363636,7.25555555556,-5.3,0.121798913884,0.00451107088459,-0.160606060606,-0.196296296296,,,,,,,,,,,402.9,201.7,,,14467731.0,even,asymm,14466921.0,14469822.0,86.0,80.0,upper,53.8138704136,53.8138704136,53.8,34.9,,,512.0,201.578201086,201.578201086,-5.42179891388,-5.42179891388,-187.3,-190.1,,,207.0,177.0,5.0,True,004A,right__,first,567.9
1162.30109247,1.0,control,0.0,29.3333333333,173.333333333,garage,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',7.0,85.0,150.0,634.0,365.0,154.0,273,922,,14502431.0,14502611,14502906,,72.7,71.4942486794,2.16649238422,71.4942486794,2.16649238422,0.412466819304,0.412466819304,,0.412466819304,2.20303030303,0.419423076923,,0.419423076923,56.7,55.4942486794,1.68164389937,55.4942486794,1.68164389937,0.320159126996,0.320159126996,,0.320159126996,1.71818181818,0.327115384615,,0.327115384615,39.2,37.9942486794,1.15134086907,37.9942486794,1.15134086907,0.219197588535,0.219197588535,,0.219197588535,1.18787878788,0.226153846154,,0.226153846154,,,,,,,,,,,,,,584.7,568.7,551.2,,-30.1,-28.8147538005,-0.98232115229,-0.912121212121,-1.02613636364,-84.7,-83.4147538005,-2.84368478865,-2.56666666667,-2.8875,-117.8,-116.5147538,-3.97209387956,-3.5696969697,-4.01590909091,,,,,,120.9,66.3,33.2,,undefined,SS06.asc,3.0,zero,1349.0,right,411.292984389,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,chisel2,0.0,5.0,asymm_garage_chisel2,1.0,5.0,7.0,right,1293.0,1530.0,1165.0,14502382.0,14502587,14502886,,3.0,49.0,24,20,,237.0,417,712,,188.0,393,692,,3.0,yes,180.0,240.0,1.4,0.194248679361,0.005886323617,0.194248679361,0.005886323617,0.00112066545785,0.00112066545785,0.0424242424242,0.00807692307692,66.6,65.3942486794,1.98164389937,65.3942486794,1.98164389937,0.377274511612,0.377274511612,2.01818181818,0.384230769231,62.5,61.2942486794,1.85740147513,61.2942486794,1.85740147513,0.353620665458,0.353620665458,1.89393939394,0.360576923077,,,,,,,,,,513.4,578.6,574.5,,242.1,243.3852462,8.29722430226,7.33636363636,8.25340909091,-23.0,-21.7147538005,-0.740275697744,-0.69696969697,-0.784090909091,-116.1,-114.8147538,-3.91413933411,-3.51818181818,-3.95795454545,,,,,,393.1,128.0,34.9,,14502194.0,even,asymm,14501554.0,14503724.0,92.0,86.0,upper,1.20575132064,1.20575132064,68.9,56.1,32.3,,512.0,149.7147538,149.7147538,-1.28524619951,-1.28524619951,-262.2,-322.0,-340.8,,151.0,233.0,6.0,True,004A,right__,first,504.9
835.352588326,1.0,control,0.0,32.3333333333,187.0,kitchen,no,False,False,incompatible,control, 'correction awayHandle', 'correction awayHandle',6.0,85.0,150.0,475.0,368.0,155.0,532,347,,14554659.0,14554839,14555383,,27.7,59.8684136693,1.81419435361,59.8684136693,1.81419435361,0.320151944755,0.320151944755,,0.320151944755,0.839393939394,0.148128342246,,0.148128342246,24.8,56.9684136693,1.72631556573,56.9684136693,1.72631556573,0.304643923365,0.304643923365,,0.304643923365,0.751515151515,0.132620320856,,0.132620320856,27.1,59.2684136693,1.79601253543,59.2684136693,1.79601253543,0.316943388606,0.316943388606,,0.316943388606,0.821212121212,0.144919786096,,0.144919786096,,,,,,,,,,,,,,539.7,536.8,539.1,,23.2,24.2487213951,0.749960455519,0.70303030303,0.717525773196,-27.8,-26.7512786049,-0.827359132109,-0.842424242424,-0.859793814433,-35.8,-34.7512786049,-1.07478181252,-1.08484848485,-1.10721649485,,,,,,229.2,178.2,170.2,,undefined,SS06.asc,3.0,overlap,1034.0,right,325.816285068,black,32.0,B,control,25.0,50.0,4000.0,50.0,50.0,0.0,fork,0.0,5.0,asymm_kitchen_fork,1.0,5.0,6.0,left,976.0,1205.0,837.0,14554610.0,14554816,14555373,,3.0,49.0,23,10,,229.0,409,953,,180.0,386,943,,3.0,yes,180.0,240.0,-1.9,30.2684136693,0.917224656644,30.2684136693,0.917224656644,0.161863174702,0.161863174702,-0.0575757575758,-0.0101604278075,28.2,60.3684136693,1.82934586877,60.3684136693,1.82934586877,0.322825741547,0.322825741547,0.854545454545,0.150802139037,19.3,51.4684136693,1.55964889907,51.4684136693,1.55964889907,0.275232158659,0.275232158659,0.584848484848,0.10320855615,,,,,,,,,,510.1,540.2,531.3,,189.4,190.448721395,5.89016664109,5.73939393939,5.85773195876,18.2,19.2487213951,0.595321280262,0.551515151515,0.562886597938,-15.8,-14.7512786049,-0.456225111491,-0.478787878788,-0.488659793814,,,,,,395.4,224.2,190.2,,14554430.0,even,asymm,14553950.0,14555635.0,97.0,91.0,upper,-32.1684136693,-32.1684136693,26.4,24.8,18.7,,512.0,204.951278605,204.951278605,-1.04872139513,-1.04872139513,-159.8,-203.1,-203.3,,206.0,178.0,5.0,True,004A,left__,first,613.2
210.013332231,1.0,control,1.0,27.0,184.333333333,kitchen,no,False,False,compatible,control, 'correction smaller than 15', 'correction smaller than 15',6.0,85.0,150.0,494.0,569.0,445.0,,,,14735845.0,,,,45.9,32.4421320057,0.983094909264,32.4421320057,0.983094909264,0.175997099489,0.175997099489,,-0.175997099489,1.39090909091,0.249005424955,,-0.249005424955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.9,,,,-7.3,-0.00770718494584,-0.00028545129429,-0.221212121212,-0.27037037037,,,,,,,,,,,,,,,,594.7,,,,undefined,SS06.asc,1.0,overlap,445.0,left,347.18657113,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon,0.0,7.0,asymm_kitchen_spoon,0.0,1.0,6.0,left,345.0,780.0,211.0,14735796.0,,,,1.0,49.0,,,,435.0,,,,386.0,,,,3.0,yes,180.0,240.0,-0.1,-13.5578679943,-0.410844484675,-13.5578679943,-0.410844484675,-0.0735508209455,-0.0735508209455,-0.0030303030303,-0.000542495479204,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.9,,,,-214.3,-207.007707185,-7.66695211796,-6.49393939394,-7.93703703704,,,,,,,,,,,,,,,,387.7,,,,14735410.0,even,asymm,14734910.0,14736190.0,112.0,106.0,lower,13.4578679943,13.4578679943,44.5,,,,512.0,594.707707185,594.707707185,-7.29229281505,-7.29229281505,231.7,,,,602.0,-218.0,-7.0,True,004A,right__,first,594.7
368.686208374,1.0,control,1.0,43.3333333333,176.333333333,kitchen,no,False,False,compatible,control, 'correction awayHandle', 'correction awayHandle',6.0,85.0,150.0,553.0,372.0,612.0,,,,14739488.0,,,,66.1,35.209399263,1.06695149282,35.209399263,1.06695149282,0.199675232116,0.199675232116,,-0.199675232116,2.00303030303,0.374858223062,,-0.374858223062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.1,,,,-3.8,7.99068818995,0.184400496691,-0.115151515152,-0.0876923076923,,,,,,,,,,,,,,,,210.2,,,,undefined,SS06.asc,1.0,zero,612.0,left,443.497972839,black,32.0,F,control,25.0,50.0,4000.0,50.0,50.0,0.0,washingbrush,0.0,6.0,asymm_kitchen_washingbrush,0.0,1.0,6.0,left,514.0,742.0,370.0,14739451.0,,,,1.0,37.0,,,,228.0,,,,191.0,,,,3.0,yes,180.0,240.0,4.6,-26.290600737,-0.796684870817,-26.290600737,-0.796684870817,-0.149096034425,-0.149096034425,0.139393939394,0.0260869565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.6,,,,174.1,185.89068819,4.28978511208,5.27575757576,4.01769230769,,,,,,,,,,,,,,,,388.1,,,,14739260.0,even,asymm,14738701.0,14740002.0,113.0,107.0,upper,30.890600737,30.890600737,56.7,,,,512.0,202.20931181,202.20931181,-11.79068819,-11.79068819,-155.5,,,,214.0,170.0,5.0,True,004A,right__,first,594.2
316.158720611,1.0,control,1.0,42.6666666667,176.0,kitchen,no,False,False,incompatible,control, 'correction smaller than 15', 'correction smaller than 15',6.0,85.0,150.0,760.0,471.0,559.0,,,,14749743.0,,,,15.9,27.9262630064,0.846250394133,27.9262630064,0.846250394133,0.1586719489,0.1586719489,,0.1586719489,0.481818181818,0.0903409090909,,0.0903409090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.9,,,,14.9,12.4352441057,0.291451033727,0.451515151515,0.34921875,,,,,,,,,,,,,,,,221.9,,,,undefined,SS06.asc,1.0,overlap,559.0,right,418.465885411,black,32.0,E,control,25.0,50.0,4000.0,50.0,50.0,0.0,spoon2,0.0,6.0,asymm_kitchen_spoon2,0.0,1.0,6.0,left,458.0,789.0,318.0,14749705.0,,,,1.0,38.0,,,,331.0,,,,293.0,,,,3.0,yes,180.0,240.0,-11.6,0.426263006395,0.0129170607998,0.426263006395,0.0129170607998,0.00242194889997,0.00242194889997,-0.351515151515,-0.0659090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.4,,,,182.4,179.935244106,4.21723228373,5.52727272727,4.275,,,,,,,,,,,,,,,,389.4,,,,14749412.0,even,asymm,14748642.0,14750201.0,115.0,109.0,upper,-12.0262630064,-12.0262630064,11.0,,,,512.0,209.464755894,209.464755894,2.46475589433,2.46475589433,-145.0,,,,207.0,177.0,5.0,True,004A,left__,first,605.9
