effect,est,ci95lo,ci95up,p
(Intercept),0.0310279437473,0.00230677467367,0.060536911628,0.032046181086
saccLat1,-0.000231070200995,-0.000336599829507,-0.000126733924769,1.72137282832e-05
response_handright,-0.00142047157575,-0.00940961038786,0.00649492735275,0.72910518546
y_stim,8.65955857002e-06,-1.05497779012e-05,2.8888415032e-05,0.390476796648
