effect,est,se,t
(Intercept),-0.00374277711855,0.0294058624039,-0.127279964354
saccLat2,-2.44999762199e-05,5.18106405046e-05,-0.472875378132
stim_typeobject,-0.115521583356,0.055764831932,-2.07158489237
saccLat2:stim_typeobject,-1.59862538827e-05,3.49246612259e-05,-0.457735403051
